UniqueID,Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
6190,6552834990583569165,TWO-SEATER,5.5,8,A,7.0,Z,15.3,10.2,13.0,22,303
6191,1581420675578066085,TWO-SEATER,3.0,6,A,9.0,Z,11.8,8.2,10.2,28,238
6192,4465397085094485089,,2.0,4,A,7.0,Z,9.8,6.8,8.4,34,196
6193,7931692807160475363,,2.0,4,A,7.0,Z,10.3,7.8,9.1,31,215
6194,3844901068975499610,COMPACT,2.0,4,A,9.0,Z,11.0,7.3,9.4,30,219
6195,4637784024256983441,COMPACT,2.0,4,A,9.0,Z,11.3,8.1,9.9,29,231
6196,163996091913515622,COMPACT,2.0,4,A,9.0,Z,10.9,7.7,9.5,30,221
6197,2678487105836547732,,2.0,4,A,9.0,Z,10.9,7.7,9.5,30,221
6198,5488749650278964991,COMPACT,2.0,4,A,7.0,Z,9.6,6.6,8.2,34,193
6199,3257531014518389751,COMPACT,2.0,4,A,7.0,Z,9.9,7.3,8.7,32,204
6200,4626863597777449462,COMPACT,3.0,6,A,9.0,Z,11.3,7.9,9.8,29,213
6201,7561895987317932279,MID-SIZE,2.0,4,A,9.0,Z,11.0,8.1,9.7,29,228
6202,3596304322941803650,MID-SIZE,3.0,6,A,9.0,Z,11.8,8.5,10.3,27,244
6203,1949346190964754573,COMPACT,3.0,6,A,9.0,Z,12.7,10.1,11.6,24,271
6204,4771222567575885937,COMPACT,3.0,6,A,9.0,Z,12.5,9.1,11.0,26,257
6205,5668262267984127399,MID-SIZE,3.0,6,A,9.0,Z,12.3,8.9,10.8,26,254
6206,1881070427628744778,SUV,4.0,8,A,9.0,Z,18.0,14.1,16.3,17,378
6207,6289576886212878347,SUV,2.0,4,A,7.0,Z,10.1,7.6,9.0,31,209
6208,4260902458543005763,SUV,2.0,4,A,9.0,Z,11.0,8.7,10.0,28,234
6209,1510962313112650976,SUV,2.0,4,A,9.0,Z,10.8,9.0,10.0,28,234
6210,4296283692908525512,SUV,3.0,6,A,9.0,Z,13.5,10.3,12.1,23,282
6211,4262681995642283038,SUV,3.0,6,A,9.0,Z,14.9,11.2,13.2,21,312
6212,6589385664924200297,SUV,4.7,8,A,9.0,Z,17.2,12.6,15.1,19,355
6213,7709389707637340506,FULL-SIZE,4.0,8,A,9.0,Z,14.4,9.5,12.2,23,286
6214,3108205588363931118,FULL-SIZE,6.0,12,A,7.0,Z,18.4,11.1,15.1,19,355
6215,3718548362671879410,,2.0,4,A,7.0,Z,11.5,9.8,10.7,26,251
6216,3657768079418018340,,2.0,4,A,7.0,Z,11.3,9.6,10.5,27,248
6217,2737052082737492008,,2.0,4,A,7.0,Z,12.3,10.3,11.4,25,268
6218,8148623852385455311,MID-SIZE,3.0,6,A,9.0,Z,12.8,8.5,10.8,26,253
6219,7297113009477513966,COMPACT,4.0,8,A,9.0,Z,13.8,9.2,11.7,24,275
6220,3979007469822916007,FULL-SIZE,4.0,8,A,9.0,Z,13.5,8.6,11.3,25,265
6221,623654178073024119,MID-SIZE,4.0,8,A,9.0,Z,13.5,8.6,11.3,25,265
6222,44641527595474333,TWO-SEATER,3.0,6,A,9.0,Z,11.8,8.5,10.3,27,241
6223,3427140043321779003,TWO-SEATER,4.7,8,A,9.0,Z,13.5,9.3,11.6,24,270
6224,5222226381793171193,TWO-SEATER,2.0,4,A,9.0,Z,10.0,7.3,8.8,32,205
6225,4321546123545099372,COMPACT,1.5,3,A,6.0,Z,8.8,6.8,7.9,36,184
6226,7076547489264897417,COMPACT,1.5,3,M,6.0,Z,8.5,6.2,7.5,38,175
6227,5841351074189591718,COMPACT,1.5,3,A,6.0,Z,8.8,6.8,7.9,36,184
6228,3261234286132789929,COMPACT,1.5,3,M,6.0,Z,8.4,6.3,7.5,38,175
6229,6948308302892684918,MID-SIZE,1.5,3,A,8.0,Z,10.2,7.6,9.0,31,212
6230,2843122484942581655,MID-SIZE,1.5,3,M,6.0,Z,10.5,7.4,9.1,31,214
6231,1967100005723452441,COMPACT,1.5,3,A,6.0,Z,8.8,6.8,7.9,36,184
6232,1611970077018157989,COMPACT,1.5,3,M,6.0,Z,8.4,6.3,7.5,38,175
6233,2949605850630552867,,1.5,3,A,8.0,Z,10.3,7.9,9.2,31,215
6234,3542671038150119381,,1.5,3,M,6.0,Z,10.5,7.4,9.1,31,214
6235,8170743135988047853,COMPACT,2.0,4,A,6.0,Z,9.3,7.3,8.4,34,197
6236,4368222307972620830,COMPACT,2.0,4,M,6.0,Z,10.2,7.4,9.0,31,210
6237,7805005708181915941,COMPACT,2.0,4,A,6.0,Z,9.3,7.3,8.4,34,197
6238,2190297700343370286,COMPACT,2.0,4,M,6.0,Z,10.2,7.4,9.0,31,210
6239,6409775358343562692,MID-SIZE,2.0,4,A,8.0,Z,10.4,7.6,9.2,31,214
6240,2319458334736013092,MID-SIZE,2.0,4,M,6.0,Z,11.4,7.7,9.7,29,227
6241,1696223613872108014,COMPACT,2.0,4,A,6.0,Z,9.4,7.2,8.4,34,197
6242,2522851864190500447,COMPACT,2.0,4,M,6.0,Z,10.2,7.4,9.0,31,210
6243,4414870013578747599,MID-SIZE,2.0,4,A,8.0,Z,10.5,7.6,9.2,31,215
6244,7743210088778782773,MID-SIZE,2.0,4,M,6.0,Z,11.3,7.8,9.7,29,228
6245,3654622202297952356,COMPACT,2.0,4,A,6.0,Z,9.3,7.3,8.4,34,197
6246,7817815541419628730,COMPACT,2.0,4,M,6.0,Z,10.2,7.4,9.0,31,210
6247,8746377591259011880,MID-SIZE,2.0,4,A,8.0,Z,10.4,7.6,9.2,31,214
6248,2519948814042560233,MID-SIZE,2.0,4,M,6.0,Z,11.4,7.7,9.7,29,227
6249,7656410160803840197,COMPACT,2.0,4,A,6.0,Z,9.4,7.2,8.4,34,197
6250,5954679163531371886,COMPACT,2.0,4,M,6.0,Z,10.8,7.7,9.4,30,220
6251,8366529972521934642,MID-SIZE,2.0,4,A,8.0,Z,10.6,7.8,9.3,30,220
6252,9131272313997492524,MID-SIZE,2.0,4,M,6.0,Z,11.3,7.8,9.7,29,228
6253,2372477977946404848,SUV,1.5,4,A,8.0,X,9.6,8.9,9.3,30,216
6254,7311028753637567490,COMPACT,1.2,3,A,,X,6.6,5.6,6.2,46,143
6255,5776930713918552769,COMPACT,1.2,3,M,5.0,X,7.1,5.8,6.5,43,151
6256,7109317227944287898,COMPACT,1.2,3,A,,X,6.9,5.7,6.4,44,148
6257,5313426879889334528,COMPACT,1.2,3,M,5.0,X,7.2,5.9,6.6,43,153
6258,31862884412490824,SUV,2.4,4,A,6.0,X,9.9,8.1,9.1,31,212
6259,8801270302196731034,SUV,3.0,6,A,6.0,Z,12.0,8.8,10.6,27,246
6260,8398804863847518770,SUV,2.0,4,A,6.0,X,9.7,7.8,8.8,32,206
6261,8972523989545207552,SUV,2.0,4,A,6.0,X,10.1,8.2,9.2,31,213
6262,6288964928522990343,SUV,2.4,4,A,6.0,X,10.3,8.3,9.4,30,218
6263,4006119994270714489,TWO-SEATER,3.7,6,A,7.0,Z,12.6,9.3,11.1,25,261
6264,6087858095422272376,TWO-SEATER,3.7,6,M,6.0,Z,13.3,9.3,11.5,25,270
6265,1688869692095316928,TWO-SEATER,3.7,6,A,7.0,Z,13.0,9.7,11.5,25,271
6266,5080131911092480268,TWO-SEATER,3.7,6,M,6.0,Z,13.6,9.7,11.8,24,279
6267,8916599157441396206,MID-SIZE,2.5,4,A,,X,8.6,6.1,7.4,38,174
6268,2406215275314877759,MID-SIZE,2.0,4,A,,X,9.1,6.9,8.1,35,190
6269,7676127234609527725,MID-SIZE,2.5,4,A,,X,8.5,6.3,7.5,38,177
6270,4991669519208406667,MID-SIZE,2.5,4,A,,X,9.1,6.5,7.9,36,186
6271,660313406816965712,MID-SIZE,2.5,4,A,,X,9.3,6.7,8.1,35,190
6272,9174323748154093968,SUV,5.6,8,A,7.0,X,17.7,12.9,15.5,18,364
6273,7794924957126793042,PICKUP TRUCK,2.5,4,A,5.0,X,13.7,10.7,12.3,23,290
6274,7901412708795908075,PICKUP TRUCK,4.0,6,A,5.0,X,14.7,10.3,12.7,22,299
6275,252381594321859123,PICKUP TRUCK,4.0,6,A,5.0,X,15.8,11.5,13.9,20,326
6276,2996120717640127753,PICKUP TRUCK,4.0,6,M,6.0,X,15.1,11.5,13.5,21,317
6277,3718004693705693161,COMPACT,3.8,6,A,6.0,Z,14.2,10.7,12.6,22,295
6278,4565860791851201001,MID-SIZE,1.6,4,A,,X,7.7,6.6,7.2,39,169
6279,1097684905765442120,MID-SIZE,3.5,6,A,7.0,Z,11.6,7.9,9.9,29,233
6280,8139255475829566091,COMPACT,1.6,4,A,4.0,X,9.0,6.8,8.0,35,188
6281,3359874906530320922,COMPACT,1.6,4,M,5.0,X,8.7,6.8,7.9,36,186
6282,3282092924729796831,MID-SIZE,3.5,6,A,7.0,X,11.7,8.3,10.2,28,240
6283,129663540316258957,MID-SIZE,3.5,6,A,7.0,X,11.7,8.5,10.3,27,242
6284,6362129037470712889,,2.0,4,A,,X,9.8,8.8,9.3,30,218
6285,5678444014448113107,SUV,3.5,6,A,,X,11.6,8.5,10.2,28,240
6286,5856781485985541273,SUV,3.5,6,A,,X,12.1,8.9,10.7,26,250
6287,4556188953868526952,SUV,3.5,6,A,,X,12.4,9.2,11.0,26,259
6288,262982040725365076,,2.0,4,A,7.0,X,8.6,7.2,8.0,35,188
6289,1834366741723167706,,2.0,4,M,6.0,X,10.1,8.1,9.2,31,217
6290,5370868931199096407,,2.0,4,A,7.0,X,9.1,7.6,8.4,34,198
6291,8972239016661009084,SUV,2.5,4,A,,X,9.1,7.1,8.2,34,192
6292,2556538087937672939,SUV,2.5,4,A,,X,9.6,7.5,8.7,32,204
6293,5609471934121698123,MID-SIZE,1.8,4,A,,X,8.1,6.3,7.3,39,172
6294,3770974383823090273,MID-SIZE,1.8,4,M,6.0,X,8.8,6.6,7.8,36,183
6295,2042879435539504388,MID-SIZE,1.6,4,A,7.0,Z,8.9,7.3,8.2,34,193
6296,5917897335605587527,MID-SIZE,1.6,4,M,6.0,Z,9.1,7.3,8.3,34,195
6297,1866301725917233817,MID-SIZE,1.6,4,A,7.0,Z,9.4,7.8,8.7,32,205
6298,5857014450403227527,MID-SIZE,1.6,4,M,6.0,Z,9.5,7.6,8.7,32,204
6299,5149151270482968241,PICKUP TRUCK,5.6,8,A,7.0,X,15.0,11.2,13.3,21,312
6300,6123103764977580978,PICKUP TRUCK,5.6,8,A,7.0,X,15.2,11.1,13.4,21,315
6301,8894055421587701389,PICKUP TRUCK,5.6,8,A,7.0,X,15.9,11.9,14.1,20,331
6302,8162022969595212165,MID-SIZE,1.6,4,A,,X,7.6,6.2,7.0,40,164
6303,2153247941214485419,MID-SIZE,1.6,4,M,5.0,X,8.6,6.6,7.7,37,180
6304,1147608085899417813,COMPACT,3.0,6,A,7.0,Z,10.6,8.0,9.4,30,221
6305,2287967252037682729,COMPACT,3.0,6,M,7.0,Z,11.8,8.1,10.1,28,237
6306,2508367167424242307,COMPACT,3.0,6,A,7.0,Z,10.8,8.3,9.7,29,227
6307,7547236805470333658,COMPACT,3.0,6,M,7.0,Z,12.0,8.2,10.3,27,241
6308,9064880318320983336,COMPACT,3.0,6,A,7.0,Z,11.5,9.1,10.4,27,243
6309,579199445794022476,COMPACT,3.0,6,M,7.0,Z,13.0,8.9,11.2,25,260
6310,6845152393439251132,COMPACT,3.0,6,A,7.0,Z,11.8,9.2,10.7,26,249
6311,8224505342039156208,COMPACT,3.0,6,M,7.0,Z,12.7,9.0,11.0,26,258
6312,3149463096554138881,COMPACT,3.0,6,A,7.0,Z,10.8,8.3,9.7,29,226
6313,4025671164521887236,COMPACT,3.0,6,M,7.0,Z,12.1,8.3,10.3,27,242
6314,8113621646529136903,COMPACT,3.0,6,A,7.0,Z,10.8,8.4,9.7,29,228
6315,4646106628456192390,COMPACT,3.0,6,M,7.0,Z,12.1,8.3,10.4,27,243
6316,5362503690225461995,COMPACT,3.0,6,A,7.0,Z,11.9,9.1,10.6,27,248
6317,7748947238831467265,COMPACT,3.0,6,M,7.0,Z,14.6,9.4,12.3,23,286
6318,5920266768111837907,COMPACT,3.0,6,A,7.0,Z,10.7,8.3,9.6,29,225
6319,8378423424872659851,COMPACT,3.0,6,M,7.0,Z,12.1,8.3,10.4,27,242
6320,2313899886836923992,COMPACT,3.0,6,A,7.0,Z,11.0,8.4,9.8,29,230
6321,903141607332772330,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
6322,3428345512070944010,COMPACT,3.0,6,A,7.0,Z,11.8,9.2,10.6,27,248
6323,6815040768800666319,COMPACT,3.0,6,M,7.0,Z,12.8,8.9,11.0,26,257
6324,5665113702684454459,COMPACT,3.0,6,A,7.0,Z,11.9,9.3,10.7,26,250
6325,5726459443824786841,COMPACT,3.0,6,M,7.0,Z,12.9,9.1,11.2,25,260
6326,1079548419433559475,COMPACT,3.0,6,A,7.0,Z,11.1,8.5,9.9,29,232
6327,2245742621835029085,COMPACT,3.0,6,M,7.0,Z,12.1,8.4,10.4,27,243
6328,7306988103372842184,COMPACT,3.0,6,A,7.0,Z,11.0,8.5,9.9,29,231
6329,2895421419183551705,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
6330,6183072414685675865,TWO-SEATER,3.8,6,A,7.0,Z,15.3,11.2,13.5,21,315
6331,3739034074774218492,TWO-SEATER,4.0,6,A,7.0,Z,15.8,11.7,13.9,20,324
6332,6723505369132195176,TWO-SEATER,4.0,6,M,6.0,Z,18.0,11.5,15.1,19,352
6333,5680954601513556365,TWO-SEATER,4.0,6,A,7.0,Z,16.1,12.2,14.4,20,335
6334,3773395370459246067,TWO-SEATER,4.0,6,M,6.0,Z,16.4,11.2,14.1,20,334
6335,3561543229030827716,TWO-SEATER,4.0,6,M,6.0,Z,17.4,12.4,15.1,19,350
6336,5006250728408862034,COMPACT,3.0,6,A,7.0,Z,10.9,8.4,9.8,29,228
6337,8840758714687351145,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
6338,8749657652455022469,COMPACT,3.0,6,A,7.0,Z,12.1,9.2,10.8,26,251
6339,7237413327717310004,COMPACT,3.0,6,M,7.0,Z,13.2,9.2,11.4,25,266
6340,3490936025865579130,COMPACT,3.0,6,A,7.0,Z,11.1,8.6,10.0,28,233
6341,6762941368316501873,COMPACT,3.0,6,M,7.0,Z,12.2,8.5,10.5,27,246
6342,975861708803567435,COMPACT,3.8,6,A,7.0,Z,12.6,9.9,11.4,25,266
6343,8321343951727724338,COMPACT,3.8,6,A,7.0,Z,12.7,9.9,11.4,25,267
6344,8515725925561611811,COMPACT,3.8,6,A,7.0,Z,12.6,9.9,11.4,25,266
6345,5349081016527483776,COMPACT,3.8,6,A,7.0,Z,12.7,9.9,11.4,25,267
6346,6606936203533828495,COMPACT,3.8,6,A,7.0,Z,14.3,10.9,12.7,22,297
6347,491109961597665095,TWO-SEATER,2.0,4,A,7.0,Z,10.5,8.0,9.4,30,219
6348,5132908928654515910,TWO-SEATER,2.0,4,M,6.0,Z,11.0,8.3,9.8,29,229
6349,8115363246471219377,TWO-SEATER,2.5,4,A,7.0,Z,11.8,9.2,10.6,27,249
6350,2516331088443653941,TWO-SEATER,2.5,4,M,6.0,Z,12.3,9.4,11.0,26,257
6351,8772780892962639419,TWO-SEATER,2.5,4,A,7.0,Z,11.1,8.4,9.9,29,231
6352,1328144518446796760,TWO-SEATER,2.5,4,M,6.0,Z,12.1,9.0,10.7,26,249
6353,4999012529039983422,SUV,3.0,6,A,8.0,Z,12.5,10.0,11.4,25,265
6354,478991418644582527,SUV,2.9,6,A,8.0,Z,12.9,10.4,11.8,24,275
6355,623241105284235409,SUV,4.0,8,A,8.0,Z,15.6,12.4,14.1,20,329
6356,827450272461266456,TWO-SEATER,2.0,4,A,7.0,Z,10.5,8.0,9.4,30,219
6357,922832948151323386,TWO-SEATER,2.0,4,M,6.0,Z,11.0,8.3,9.8,29,229
6358,2128297813025762710,TWO-SEATER,2.5,4,A,7.0,Z,11.8,9.2,10.6,27,249
6359,6171310131023658039,TWO-SEATER,2.5,4,M,6.0,Z,12.3,9.4,11.0,26,257
6360,1215422333255002118,TWO-SEATER,2.5,4,A,7.0,Z,11.1,8.4,9.9,29,231
6361,685975527023926187,TWO-SEATER,2.5,4,M,6.0,Z,12.1,9.0,10.7,26,249
6362,4895404684909508610,SUV,2.0,4,A,7.0,Z,12.2,10.2,11.3,25,264
6363,8387883580934850675,SUV,3.0,6,A,7.0,Z,12.9,10.2,11.7,24,272
6364,4301000509355765253,FULL-SIZE,3.0,6,A,8.0,Z,12.4,8.7,10.7,26,250
6365,7102964386700201542,FULL-SIZE,3.0,6,A,8.0,Z,12.4,9.0,10.9,26,253
6366,1020520887188852457,FULL-SIZE,3.0,6,A,8.0,Z,12.4,9.0,10.9,26,253
6367,202075708124148788,FULL-SIZE,3.0,6,A,8.0,Z,12.2,8.9,10.7,26,250
6368,1648148043901961390,FULL-SIZE,2.9,6,A,8.0,Z,13.1,8.9,11.2,25,261
6369,7009886849519834889,FULL-SIZE,2.9,6,A,8.0,Z,13.1,8.9,11.2,25,261
6370,8684865963988851399,FULL-SIZE,2.9,6,A,8.0,Z,13.1,9.8,11.6,24,273
6371,4312094550358487768,FULL-SIZE,4.0,8,A,8.0,Z,14.5,10.2,12.6,22,295
6372,1952249071914307008,FULL-SIZE,4.0,8,A,8.0,Z,15.7,10.5,13.4,21,313
6373,7127229489440285906,FULL-SIZE,4.0,8,A,8.0,Z,12.8,9.2,11.2,25,261
6374,2682980766560383898,FULL-SIZE,4.0,8,A,8.0,Z,12.8,9.2,11.2,25,261
6375,728925129570313048,FULL-SIZE,4.0,8,A,8.0,Z,13.4,10.1,11.9,24,279
6376,8404455154646771303,PICKUP TRUCK,3.6,6,A,8.0,X,11.9,9.4,10.8,26,253
6377,371163482526011243,PICKUP TRUCK,3.6,6,A,8.0,X,11.6,9.0,10.4,27,246
6378,6270710091121039703,PICKUP TRUCK,5.7,8,A,8.0,X,16.2,10.5,13.6,21,320
6379,683253137598272826,PICKUP TRUCK,5.7,8,A,8.0,X,14.1,10.3,12.4,23,290
6380,3336150711320353221,PICKUP TRUCK,3.6,6,A,8.0,X,12.2,9.7,11.1,25,260
6381,5908054244814117170,PICKUP TRUCK,5.7,8,A,8.0,X,16.1,11.0,13.8,20,325
6382,5352407926744061579,PICKUP TRUCK,5.7,8,A,8.0,X,14.3,11.1,12.9,22,302
6383,3465455504335178423,PICKUP TRUCK,3.0,6,A,8.0,D,11.8,8.6,10.4,27,278
6384,821059972508737194,PICKUP TRUCK,3.6,6,A,8.0,X,13.9,9.6,11.9,24,280
6385,2934124116270111121,PICKUP TRUCK,3.6,6,A,8.0,E,19.7,13.8,17.0,17,283
6386,6813864319469273318,PICKUP TRUCK,5.7,8,A,6.0,X,17.0,12.0,14.8,19,346
6387,7712855019704689568,PICKUP TRUCK,5.7,8,A,8.0,X,15.7,11.0,13.6,21,319
6388,1252390327167006426,PICKUP TRUCK,3.0,6,A,8.0,D,12.3,8.8,10.8,26,289
6389,2614814560651375931,PICKUP TRUCK,3.6,6,A,8.0,X,14.5,10.2,12.6,22,294
6390,576682234351014263,PICKUP TRUCK,3.6,6,A,8.0,E,20.7,14.7,18.0,16,300
6391,6707069796547216179,PICKUP TRUCK,5.7,8,A,6.0,X,18.7,13.3,16.3,17,382
6392,8288882006322042801,PICKUP TRUCK,5.7,8,A,8.0,X,16.1,11.5,14.0,20,328
6393,8327955020785270721,,2.4,4,A,9.0,X,11.2,8.3,9.9,29,232
6394,6008756859397876230,MID-SIZE,6.7,12,A,8.0,Z,20.0,11.8,16.3,17,382
6395,803003495773665030,COMPACT,6.6,12,A,8.0,Z,20.3,13.0,17.0,17,397
6396,7204310180961153635,FULL-SIZE,6.6,12,A,8.0,Z,20.3,13.0,17.0,17,397
6397,5443337984904055651,FULL-SIZE,6.6,12,A,8.0,Z,20.3,13.0,17.0,17,397
6398,8567094130093803264,FULL-SIZE,6.7,12,A,8.0,Z,20.0,11.8,16.3,17,382
6399,8529615780125956715,FULL-SIZE,6.7,12,A,8.0,Z,20.0,11.8,16.3,17,382
6400,8337268031403514335,MID-SIZE,6.6,12,A,8.0,Z,19.6,12.9,16.6,17,388
6401,6973280111663286847,SUV,2.4,4,A,8.0,X,11.6,9.0,10.4,27,244
6402,96042536791080924,COMPACT,2.0,4,A,6.0,Z,9.7,7.2,8.6,33,200
6403,4180058543998889548,COMPACT,2.0,4,M,6.0,Z,11.2,8.3,9.9,29,231
6404,2986452217571158433,SUV,2.0,4,A,7.0,X,8.8,7.2,8.1,35,188
6405,4031745550159252828,SUV,2.0,4,M,6.0,X,10.5,8.1,9.4,30,220
6406,1608381146615861375,SUV,2.5,4,A,7.0,X,9.0,7.2,8.2,34,192
6407,3249168438972694239,MID-SIZE,2.0,4,A,7.0,X,8.3,6.4,7.5,38,174
6408,9079590264511748921,MID-SIZE,2.0,4,M,5.0,X,10.1,7.5,8.9,32,209
6409,7799345268191593400,,2.0,4,A,7.0,X,8.4,6.6,7.6,37,177
6410,3269093507144150695,,2.0,4,M,5.0,X,10.1,7.7,9.0,31,211
6411,2359511183494609646,MID-SIZE,2.5,4,A,7.0,X,9.3,7.0,8.2,34,193
6412,868243830329160934,MID-SIZE,3.6,6,A,6.0,X,11.9,8.3,10.3,27,241
6413,1004133931680361456,SUV,2.5,4,A,7.0,X,9.4,7.3,8.5,33,198
6414,1238965950115497729,SUV,3.6,6,A,6.0,X,12.0,8.7,10.5,27,247
6415,7028910375042325579,COMPACT,2.0,4,A,8.0,Z,12.6,9.6,11.2,25,256
6416,7141149486740946560,COMPACT,2.0,4,M,6.0,Z,11.3,8.5,10.0,28,235
6417,4348369668732587626,COMPACT,2.5,4,M,6.0,Z,14.3,10.7,12.7,22,296
6418,4145501155913352560,SUV,4.0,6,A,5.0,X,14.3,11.9,13.2,21,308
6419,5255174691516195692,SUV,4.0,6,A,5.0,X,14.3,11.9,13.2,21,308
6420,9105479207337037091,COMPACT,2.0,4,A,6.0,Z,9.9,7.3,8.7,32,204
6421,3966321910473153989,COMPACT,2.0,4,M,6.0,Z,11.3,8.3,9.9,29,232
6422,4945884646841124146,MID-SIZE,3.5,6,A,8.0,X,10.9,7.6,9.4,30,220
6423,3575883743658839812,MID-SIZE,2.5,4,A,8.0,X,8.1,5.7,6.9,41,164
6424,3965094409215100821,MID-SIZE,2.5,4,A,8.0,X,8.4,6.1,7.4,38,173
6425,2332144890218163164,MID-SIZE,2.5,4,A,8.0,X,8.5,6.2,7.5,38,175
6426,5579674210744578096,MID-SIZE,3.5,6,A,8.0,X,10.5,7.1,9.0,31,210
6427,1406474341889447982,MID-SIZE,3.5,6,A,8.0,X,10.7,7.4,9.2,31,215
6428,6044684724028191448,MID-SIZE,2.5,4,A,6.0,X,4.9,4.8,4.9,58,113
6429,1581986794328142652,MID-SIZE,2.5,4,A,6.0,X,5.3,5.0,5.1,55,121
6430,5522841051836436970,COMPACT,2.0,4,A,7.0,X,8.7,7.5,8.2,34,189
6431,7132371218628529619,MID-SIZE,1.8,4,A,,X,8.3,6.5,7.5,38,174
6432,8389486344045847198,MID-SIZE,1.8,4,A,7.0,X,8.3,6.7,7.6,37,178
6433,2379065779510928871,MID-SIZE,1.8,4,M,6.0,X,8.5,6.6,7.6,37,178
6434,371223571991080839,MID-SIZE,1.8,4,A,,X,7.8,5.9,6.9,41,163
6435,6548413713951837771,COMPACT,2.0,4,A,10.0,X,7.5,5.8,6.7,42,157
6436,2969980850850420972,COMPACT,2.0,4,M,6.0,X,8.4,6.3,7.5,38,174
6437,7413981602198709298,SUV,3.5,6,A,8.0,X,11.8,8.7,10.3,27,243
6438,1869679617970943168,SUV,3.5,6,A,8.0,X,12.1,9.0,10.6,27,250
6439,6661003030912380131,SUV,3.5,6,A,8.0,X,12.0,8.9,10.6,27,248
6440,4943275633762658171,SUV,3.5,6,A,8.0,X,11.7,8.8,10.4,27,242
6441,7881818654020139582,SUV,3.5,6,A,6.0,X,8.1,8.5,8.3,34,193
6442,6199439914670958521,MID-SIZE,1.8,4,A,,X,4.4,4.6,4.4,64,105
6443,8975989986524174948,MID-SIZE,1.8,4,A,,X,4.5,4.9,4.7,60,109
6444,7679473929876630739,COMPACT,1.5,4,A,,X,4.9,5.5,5.1,55,120
6445,1058922577472501051,SUV,2.5,4,A,8.0,X,8.8,6.7,7.8,36,183
6446,2591037420592880759,SUV,2.5,4,A,8.0,X,9.2,7.1,8.3,34,190
6447,4253274741922969801,SUV,2.5,4,A,6.0,X,5.8,6.3,6.0,47,140
6448,7959336121318036587,SUV,5.7,8,A,6.0,X,18.4,13.8,16.4,17,384
6449,2879689339832987838,,3.5,6,A,8.0,X,12.4,8.9,10.8,26,254
6450,2187330545863352182,,3.5,6,A,8.0,X,13.4,9.6,11.7,24,274
6451,2836292136163269496,PICKUP TRUCK,2.7,4,A,6.0,X,12.1,10.1,11.2,25,263
6452,4521415006374446063,PICKUP TRUCK,2.7,4,A,6.0,X,12.7,10.6,11.7,24,274
6453,5800005598482202196,PICKUP TRUCK,3.5,6,A,6.0,X,13.0,10.5,11.9,24,278
6454,6682033573986062195,PICKUP TRUCK,3.5,6,M,6.0,X,13.8,11.4,12.7,22,299
6455,915500173952289845,PICKUP TRUCK,3.5,6,M,6.0,X,13.8,11.7,12.9,22,300
6456,1312770136958070519,PICKUP TRUCK,5.7,8,A,6.0,X,17.7,13.6,15.9,18,371
6457,7443836008368741804,PICKUP TRUCK,4.6,8,A,6.0,X,16.8,13.1,14.9,19,354
6458,2312591797943662267,PICKUP TRUCK,5.7,8,A,6.0,X,18.0,14.1,16.3,17,382
6459,2325364692244515091,COMPACT,1.5,4,A,6.0,X,7.3,5.8,6.6,43,155
6460,6340627255272958494,COMPACT,1.5,4,M,6.0,X,7.8,6.0,6.8,42,164
6461,6604522919483579729,COMPACT,1.5,4,A,4.0,X,7.9,6.8,7.4,38,173
6462,3511937276683051300,COMPACT,1.5,4,M,5.0,X,7.8,6.5,7.2,39,169
6463,2787982836127907106,FULL-SIZE,2.0,4,A,8.0,Z,12.0,8.6,10.4,27,244
6464,2225672989773047113,SUV,2.0,4,A,8.0,X,11.6,9.1,10.5,27,245
6465,5241928574164234323,SUV,3.6,6,A,8.0,X,13.8,10.2,12.2,23,286
6466,1998634964269991102,COMPACT,2.0,4,A,6.0,X,9.0,7.1,8.2,34,191
6467,8376738876910850347,COMPACT,2.0,4,A,6.0,X,9.0,7.1,8.2,34,191
6468,7375840775638801284,COMPACT,2.0,4,A,6.0,X,9.1,6.9,8.1,35,189
6469,6321916211809969003,COMPACT,2.0,4,A,6.0,X,9.1,6.9,8.1,35,189
6470,3655513383756842838,COMPACT,1.4,4,A,8.0,X,8.1,6.4,7.4,38,172
6471,7583454818003892948,COMPACT,1.4,4,M,6.0,X,8.2,6.3,7.4,38,172
6472,8943114080536299027,COMPACT,2.0,4,A,7.0,X,9.6,7.5,8.6,33,202
6473,479997786067135657,COMPACT,2.0,4,M,6.0,X,9.8,7.3,8.7,32,203
6474,6938406594148428869,COMPACT,2.0,4,A,7.0,Z,10.2,7.9,9.2,31,213
6475,3008376591555687579,COMPACT,2.0,4,M,6.0,Z,11.4,8.2,9.9,29,232
6476,6707325064471024854,,1.8,4,A,6.0,X,10.7,8.0,9.4,30,220
6477,5474527038789672143,,1.8,4,M,6.0,X,11.1,7.8,9.6,29,225
