occupation,race,sex,age,education,education-num,hours-per-week,class
Exec-managerial,White,Male,46,Assoc-acdm,12,40,>50K
Protective-serv,Black,Male,37,Some-college,10,30,<=50K
Adm-clerical,Black,Female,34,Some-college,10,40,<=50K
Adm-clerical,White,Female,38,Some-college,10,43,<=50K
Craft-repair,White,Male,26,HS-grad,9,40,<=50K
Other-service,White,Female,34,Bachelors,13,35,<=50K
Prof-specialty,White,Male,57,Bachelors,13,40,<=50K
Craft-repair,White,Male,33,11th,7,65,<=50K
Protective-serv,White,Male,26,Some-college,10,40,<=50K
Sales,White,Female,20,HS-grad,9,84,<=50K
Prof-specialty,White,Male,38,Bachelors,13,60,>50K
Other-service,White,Male,61,Some-college,10,6,<=50K
Prof-specialty,White,Male,36,Doctorate,16,45,>50K
?,White,Male,61,HS-grad,9,40,>50K
Craft-repair,White,Male,17,Some-college,10,16,<=50K
Machine-op-inspct,Other,Male,40,Some-college,10,40,>50K
Other-service,White,Male,18,11th,7,16,<=50K
Sales,White,Female,21,Assoc-acdm,12,32,<=50K
Other-service,White,Male,41,HS-grad,9,40,<=50K
Machine-op-inspct,White,Female,46,11th,7,40,<=50K
Exec-managerial,White,Male,55,HS-grad,9,40,<=50K
Sales,White,Male,27,Assoc-acdm,12,52,<=50K
Other-service,White,Male,39,HS-grad,9,42,<=50K
Transport-moving,Black,Male,36,HS-grad,9,48,<=50K
Transport-moving,White,Male,51,Some-college,10,40,<=50K
Sales,White,Male,27,Bachelors,13,40,<=50K
Prof-specialty,White,Male,30,Bachelors,13,40,>50K
Sales,White,Male,42,HS-grad,9,47,<=50K
Other-service,White,Female,23,Bachelors,13,20,<=50K
Exec-managerial,White,Male,56,Assoc-voc,11,40,>50K
Craft-repair,White,Male,41,Some-college,10,50,<=50K
Craft-repair,White,Male,49,HS-grad,9,46,<=50K
Craft-repair,Amer-Indian-Eskimo,Female,46,Assoc-voc,11,60,<=50K
Craft-repair,White,Male,54,HS-grad,9,40,<=50K
Transport-moving,White,Male,38,Some-college,10,43,>50K
Prof-specialty,Asian-Pac-Islander,Male,45,Prof-school,15,50,>50K
Prof-specialty,White,Male,50,Prof-school,15,30,>50K
Sales,White,Female,22,Some-college,10,40,<=50K
Farming-fishing,White,Male,31,HS-grad,9,40,<=50K
Other-service,White,Male,27,HS-grad,9,30,<=50K
Craft-repair,White,Male,34,HS-grad,9,40,<=50K
Transport-moving,White,Male,46,11th,7,30,<=50K
Sales,White,Male,47,Bachelors,13,60,>50K
Other-service,Asian-Pac-Islander,Male,36,Assoc-voc,11,40,<=50K
Handlers-cleaners,White,Male,22,HS-grad,9,40,<=50K
Sales,White,Male,51,HS-grad,9,45,<=50K
Other-service,White,Male,43,Some-college,10,30,<=50K
Prof-specialty,White,Male,54,Some-college,10,50,<=50K
Machine-op-inspct,Black,Female,24,9th,5,40,<=50K
Prof-specialty,Asian-Pac-Islander,Male,29,Prof-school,15,55,<=50K
Adm-clerical,White,Female,40,Some-college,10,38,<=50K
Other-service,White,Male,18,11th,7,20,<=50K
Adm-clerical,White,Male,31,Bachelors,13,50,<=50K
Tech-support,White,Male,57,Doctorate,16,40,>50K
Adm-clerical,Black,Female,32,Masters,14,40,<=50K
Exec-managerial,White,Male,48,Masters,14,40,>50K
Craft-repair,White,Male,24,Some-college,10,35,<=50K
Other-service,White,Female,24,Assoc-acdm,12,22,<=50K
Craft-repair,White,Male,24,Assoc-voc,11,40,<=50K
Prof-specialty,White,Female,49,Bachelors,13,30,>50K
Farming-fishing,White,Male,27,HS-grad,9,70,<=50K
Tech-support,White,Female,37,Some-college,10,40,<=50K
Craft-repair,White,Male,33,Some-college,10,60,>50K
Sales,White,Male,19,Some-college,10,25,<=50K
Exec-managerial,White,Female,45,Bachelors,13,40,>50K
Prof-specialty,White,Female,54,Masters,14,40,<=50K
Craft-repair,White,Male,47,HS-grad,9,40,<=50K
Sales,Other,Female,22,Some-college,10,22,<=50K
Other-service,White,Male,20,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,36,9th,5,40,<=50K
?,White,Male,49,HS-grad,9,40,<=50K
Transport-moving,White,Male,58,7th-8th,4,40,>50K
?,White,Female,20,Some-college,10,40,<=50K
Sales,White,Female,34,Bachelors,13,40,<=50K
Prof-specialty,White,Female,36,Masters,14,44,>50K
Adm-clerical,Black,Female,28,Bachelors,13,60,<=50K
Exec-managerial,White,Male,38,Assoc-voc,11,40,<=50K
Craft-repair,Asian-Pac-Islander,Male,32,11th,7,40,<=50K
Exec-managerial,White,Male,35,HS-grad,9,60,<=50K
Sales,White,Male,51,Assoc-acdm,12,60,<=50K
Exec-managerial,White,Male,33,Some-college,10,45,<=50K
Prof-specialty,White,Female,71,Masters,14,15,<=50K
Prof-specialty,White,Male,48,Masters,14,40,>50K
Sales,White,Male,53,HS-grad,9,50,<=50K
Adm-clerical,White,Male,40,Assoc-voc,11,40,>50K
Sales,White,Male,64,HS-grad,9,5,<=50K
Adm-clerical,White,Male,42,HS-grad,9,48,>50K
Craft-repair,White,Male,25,HS-grad,9,40,>50K
Sales,White,Female,66,Some-college,10,50,>50K
Prof-specialty,White,Female,59,Masters,14,40,>50K
Exec-managerial,White,Male,42,Some-college,10,55,>50K
Farming-fishing,White,Male,24,HS-grad,9,40,<=50K
Handlers-cleaners,White,Female,19,HS-grad,9,25,<=50K
Sales,White,Female,26,Some-college,10,24,<=50K
Other-service,Black,Male,22,HS-grad,9,30,<=50K
Sales,White,Male,33,Some-college,10,40,<=50K
Farming-fishing,White,Male,63,11th,7,12,<=50K
Handlers-cleaners,White,Male,20,Some-college,10,30,<=50K
Craft-repair,White,Male,33,5th-6th,3,40,<=50K
?,White,Female,57,7th-8th,4,45,<=50K
Craft-repair,White,Male,56,HS-grad,9,40,<=50K
Farming-fishing,White,Male,70,Assoc-voc,11,24,>50K
Tech-support,White,Male,42,HS-grad,9,40,>50K
Prof-specialty,Black,Female,25,Bachelors,13,40,<=50K
Machine-op-inspct,White,Male,28,Some-college,10,40,>50K
Other-service,White,Male,80,HS-grad,9,40,<=50K
Transport-moving,Black,Female,36,10th,6,40,<=50K
Exec-managerial,White,Male,37,Masters,14,40,>50K
Adm-clerical,White,Male,38,HS-grad,9,60,>50K
Other-service,White,Female,52,HS-grad,9,35,<=50K
Adm-clerical,White,Female,49,HS-grad,9,40,<=50K
Transport-moving,White,Male,30,HS-grad,9,40,<=50K
Sales,Black,Male,36,Some-college,10,50,>50K
Prof-specialty,White,Male,70,Prof-school,15,35,>50K
Farming-fishing,White,Male,55,Some-college,10,62,>50K
Exec-managerial,White,Female,25,Bachelors,13,40,<=50K
Machine-op-inspct,White,Female,59,HS-grad,9,40,>50K
Craft-repair,White,Male,22,Some-college,10,40,<=50K
Craft-repair,White,Male,41,Assoc-acdm,12,50,<=50K
Exec-managerial,White,Male,62,HS-grad,9,45,>50K
Adm-clerical,White,Female,54,HS-grad,9,40,<=50K
Other-service,Black,Female,38,HS-grad,9,40,<=50K
Prof-specialty,White,Male,52,HS-grad,9,40,>50K
Machine-op-inspct,White,Male,36,11th,7,40,<=50K
Exec-managerial,White,Male,74,HS-grad,9,30,>50K
Other-service,White,Female,35,5th-6th,3,15,<=50K
Adm-clerical,Amer-Indian-Eskimo,Male,41,12th,8,40,<=50K
Tech-support,White,Female,30,Assoc-voc,11,40,<=50K
Machine-op-inspct,White,Male,25,HS-grad,9,48,<=50K
Exec-managerial,White,Male,35,Some-college,10,60,>50K
Exec-managerial,White,Male,38,Bachelors,13,50,>50K
Machine-op-inspct,White,Male,34,Masters,14,40,>50K
Exec-managerial,White,Male,48,Masters,14,50,>50K
Tech-support,Asian-Pac-Islander,Female,50,5th-6th,3,15,<=50K
Adm-clerical,White,Female,19,HS-grad,9,40,<=50K
Sales,White,Male,51,Some-college,10,40,<=50K
Adm-clerical,White,Male,39,Bachelors,13,40,<=50K
Other-service,White,Female,20,11th,7,40,<=50K
Handlers-cleaners,White,Male,17,11th,7,16,<=50K
Sales,White,Male,42,Some-college,10,50,>50K
Other-service,Other,Female,25,Some-college,10,25,<=50K
Adm-clerical,White,Female,36,HS-grad,9,40,<=50K
Prof-specialty,White,Female,65,Doctorate,16,40,<=50K
Machine-op-inspct,White,Male,32,Bachelors,13,70,>50K
Prof-specialty,White,Male,33,Bachelors,13,45,<=50K
Tech-support,Black,Female,32,Some-college,10,20,<=50K
Transport-moving,White,Male,25,HS-grad,9,40,<=50K
Protective-serv,White,Female,41,Some-college,10,40,<=50K
Craft-repair,White,Male,44,HS-grad,9,40,>50K
Other-service,White,Male,72,10th,6,12,<=50K
Exec-managerial,White,Male,36,HS-grad,9,52,<=50K
Farming-fishing,White,Male,67,HS-grad,9,20,<=50K
Transport-moving,White,Male,28,HS-grad,9,45,<=50K
Handlers-cleaners,Other,Male,24,11th,7,40,<=50K
Sales,White,Male,17,7th-8th,4,8,<=50K
Exec-managerial,Black,Female,32,Bachelors,13,30,<=50K
Other-service,White,Female,67,11th,7,40,<=50K
?,Asian-Pac-Islander,Male,21,Some-college,10,10,<=50K
Prof-specialty,Asian-Pac-Islander,Male,51,Masters,14,40,<=50K
Craft-repair,White,Male,32,1st-4th,2,40,<=50K
Exec-managerial,White,Male,39,Some-college,10,40,>50K
Craft-repair,White,Female,18,Some-college,10,35,<=50K
Craft-repair,White,Male,50,Bachelors,13,45,>50K
Sales,White,Female,24,10th,6,15,<=50K
Adm-clerical,White,Female,21,Some-college,10,40,<=50K
Adm-clerical,Asian-Pac-Islander,Female,24,Bachelors,13,16,<=50K
Other-service,White,Male,34,Assoc-voc,11,40,<=50K
?,White,Male,68,10th,6,35,<=50K
Craft-repair,Black,Male,49,10th,6,32,<=50K
Machine-op-inspct,Amer-Indian-Eskimo,Female,50,HS-grad,9,40,<=50K
Exec-managerial,White,Female,33,Assoc-acdm,12,40,<=50K
Adm-clerical,White,Male,18,Some-college,10,40,<=50K
Adm-clerical,White,Female,45,Assoc-voc,11,55,>50K
Sales,White,Female,20,HS-grad,9,35,<=50K
Exec-managerial,White,Male,46,Bachelors,13,37,>50K
Adm-clerical,White,Female,64,HS-grad,9,40,<=50K
Prof-specialty,White,Male,39,Doctorate,16,45,<=50K
Craft-repair,White,Male,35,HS-grad,9,70,<=50K
Other-service,White,Male,21,Some-college,10,32,<=50K
Tech-support,White,Male,29,Assoc-acdm,12,45,<=50K
Exec-managerial,Black,Female,38,Bachelors,13,30,>50K
Other-service,White,Female,45,HS-grad,9,40,<=50K
Prof-specialty,Asian-Pac-Islander,Male,30,Masters,14,50,>50K
Adm-clerical,White,Female,41,Some-college,10,40,>50K
Craft-repair,Asian-Pac-Islander,Male,37,HS-grad,9,40,<=50K
Sales,White,Male,45,Bachelors,13,60,>50K
?,White,Female,20,HS-grad,9,30,<=50K
Exec-managerial,White,Male,45,HS-grad,9,48,>50K
Adm-clerical,White,Male,20,HS-grad,9,20,<=50K
Sales,White,Female,63,Some-college,10,60,>50K
Exec-managerial,White,Male,35,Some-college,10,40,<=50K
Prof-specialty,White,Male,24,Bachelors,13,50,<=50K
Transport-moving,White,Male,19,Some-college,10,50,<=50K
Other-service,White,Male,23,HS-grad,9,35,<=50K
Prof-specialty,White,Female,34,Bachelors,13,45,<=50K
?,Black,Male,23,11th,7,40,<=50K
Transport-moving,White,Male,36,5th-6th,3,50,>50K
Handlers-cleaners,White,Male,46,HS-grad,9,5,<=50K
Exec-managerial,White,Male,38,Bachelors,13,42,>50K
Adm-clerical,White,Female,55,12th,8,40,<=50K
Adm-clerical,Asian-Pac-Islander,Male,27,Some-college,10,40,<=50K
Craft-repair,White,Male,48,Some-college,10,45,>50K
Other-service,White,Female,35,HS-grad,9,50,<=50K
Craft-repair,Black,Male,53,Some-college,10,40,>50K
Craft-repair,White,Male,47,HS-grad,9,40,<=50K
Craft-repair,White,Male,50,Some-college,10,22,<=50K
Sales,White,Male,32,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,40,HS-grad,9,46,<=50K
Sales,White,Male,41,Some-college,10,50,>50K
Prof-specialty,White,Male,47,Bachelors,13,40,<=50K
Sales,Black,Female,21,Some-college,10,25,<=50K
Adm-clerical,White,Male,45,Masters,14,35,<=50K
Other-service,Black,Female,33,7th-8th,4,14,<=50K
Farming-fishing,White,Female,68,Some-college,10,25,<=50K
Exec-managerial,White,Male,44,Prof-school,15,55,>50K
Machine-op-inspct,White,Male,49,10th,6,50,<=50K
Prof-specialty,White,Male,45,Doctorate,16,40,>50K
Transport-moving,White,Male,41,Some-college,10,65,>50K
Transport-moving,White,Male,29,7th-8th,4,40,<=50K
Exec-managerial,Asian-Pac-Islander,Male,46,Some-college,10,60,<=50K
Craft-repair,White,Male,19,HS-grad,9,25,<=50K
Handlers-cleaners,White,Male,56,10th,6,40,<=50K
Craft-repair,White,Male,55,HS-grad,9,60,<=50K
Craft-repair,White,Male,29,HS-grad,9,50,<=50K
Priv-house-serv,White,Female,21,HS-grad,9,25,<=50K
Craft-repair,White,Male,38,HS-grad,9,40,<=50K
Handlers-cleaners,White,Male,52,5th-6th,3,50,<=50K
Other-service,White,Female,22,HS-grad,9,40,<=50K
Adm-clerical,White,Male,20,HS-grad,9,60,<=50K
Craft-repair,Black,Male,31,HS-grad,9,50,<=50K
Craft-repair,White,Male,39,HS-grad,9,40,<=50K
Tech-support,White,Female,55,Some-college,10,40,<=50K
Sales,White,Male,35,Assoc-acdm,12,40,<=50K
?,White,Female,67,HS-grad,9,5,<=50K
Craft-repair,White,Male,45,Bachelors,13,55,>50K
Exec-managerial,White,Male,61,Masters,14,60,>50K
Handlers-cleaners,White,Male,18,HS-grad,9,30,<=50K
Adm-clerical,White,Male,51,Bachelors,13,40,<=50K
Machine-op-inspct,White,Male,37,HS-grad,9,40,<=50K
?,White,Female,21,Some-college,10,25,<=50K
Other-service,White,Female,32,Some-college,10,38,<=50K
Craft-repair,Black,Male,48,HS-grad,9,45,<=50K
Transport-moving,White,Male,62,7th-8th,4,53,<=50K
?,White,Male,21,Some-college,10,40,<=50K
Transport-moving,White,Male,28,HS-grad,9,45,<=50K
Handlers-cleaners,White,Male,19,10th,6,45,<=50K
Adm-clerical,White,Female,20,Some-college,10,15,<=50K
Farming-fishing,White,Male,41,Bachelors,13,40,<=50K
Adm-clerical,Black,Female,29,Bachelors,13,40,<=50K
Exec-managerial,White,Male,47,Bachelors,13,50,>50K
Prof-specialty,White,Male,43,Bachelors,13,37,>50K
Handlers-cleaners,White,Male,20,Some-college,10,20,<=50K
Exec-managerial,Black,Male,29,Bachelors,13,55,>50K
Prof-specialty,Black,Female,51,Bachelors,13,40,<=50K
Craft-repair,White,Male,40,Assoc-voc,11,40,>50K
Transport-moving,White,Male,26,5th-6th,3,40,<=50K
Prof-specialty,White,Female,30,Bachelors,13,40,<=50K
Other-service,White,Female,36,HS-grad,9,40,<=50K
Protective-serv,White,Male,68,HS-grad,9,20,<=50K
Tech-support,White,Female,42,Some-college,10,40,>50K
Handlers-cleaners,White,Male,41,HS-grad,9,40,<=50K
Exec-managerial,White,Male,43,Bachelors,13,45,>50K
Handlers-cleaners,White,Male,20,Some-college,10,20,<=50K
Tech-support,White,Male,43,Bachelors,13,40,<=50K
Sales,White,Male,53,HS-grad,9,60,>50K
Prof-specialty,White,Male,45,Some-college,10,40,>50K
Farming-fishing,White,Male,39,HS-grad,9,40,<=50K
Prof-specialty,White,Male,31,Masters,14,45,<=50K
Sales,Asian-Pac-Islander,Male,23,Some-college,10,25,<=50K
?,White,Female,69,HS-grad,9,35,<=50K
Adm-clerical,White,Female,38,Masters,14,40,<=50K
Transport-moving,White,Male,37,HS-grad,9,45,>50K
Machine-op-inspct,White,Female,18,HS-grad,9,40,<=50K
Exec-managerial,White,Male,41,HS-grad,9,45,<=50K
Sales,White,Female,30,Bachelors,13,55,>50K
?,White,Male,23,Assoc-acdm,12,20,<=50K
Prof-specialty,White,Male,26,Bachelors,13,30,<=50K
Craft-repair,White,Male,37,HS-grad,9,40,<=50K
Tech-support,Black,Female,25,Some-college,10,50,<=50K
Prof-specialty,White,Male,33,Some-college,10,40,>50K
Exec-managerial,White,Male,37,Bachelors,13,40,>50K
Tech-support,White,Male,31,Bachelors,13,40,<=50K
Exec-managerial,White,Male,27,Some-college,10,80,<=50K
Sales,White,Male,35,Masters,14,40,>50K
Adm-clerical,White,Female,28,Some-college,10,30,>50K
Adm-clerical,White,Male,59,HS-grad,9,50,<=50K
Prof-specialty,White,Male,42,Bachelors,13,40,<=50K
Transport-moving,White,Male,50,HS-grad,9,40,>50K
?,White,Female,27,Assoc-acdm,12,45,<=50K
Machine-op-inspct,White,Female,32,Some-college,10,40,<=50K
Craft-repair,Black,Male,27,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,43,Bachelors,13,40,<=50K
Prof-specialty,Amer-Indian-Eskimo,Male,46,11th,7,40,>50K
Sales,White,Male,41,Some-college,10,50,>50K
Prof-specialty,White,Female,59,Masters,14,60,>50K
Sales,White,Female,20,Some-college,10,30,<=50K
Exec-managerial,White,Male,57,Bachelors,13,40,>50K
Farming-fishing,White,Male,46,HS-grad,9,70,<=50K
Machine-op-inspct,Black,Male,45,7th-8th,4,40,<=50K
Handlers-cleaners,Asian-Pac-Islander,Male,29,HS-grad,9,45,<=50K
Handlers-cleaners,White,Male,23,11th,7,40,<=50K
Transport-moving,White,Male,46,HS-grad,9,48,<=50K
?,White,Male,55,HS-grad,9,50,>50K
Craft-repair,White,Male,58,Some-college,10,40,>50K
Exec-managerial,Asian-Pac-Islander,Female,38,Assoc-voc,11,40,<=50K
Sales,White,Male,29,Some-college,10,50,<=50K
?,Asian-Pac-Islander,Male,57,HS-grad,9,20,<=50K
Prof-specialty,White,Female,26,Bachelors,13,40,<=50K
Adm-clerical,Asian-Pac-Islander,Male,42,Bachelors,13,40,>50K
Transport-moving,Asian-Pac-Islander,Male,61,HS-grad,9,45,>50K
Sales,White,Male,31,Some-college,10,45,>50K
Machine-op-inspct,White,Male,43,HS-grad,9,40,<=50K
Craft-repair,White,Male,47,Bachelors,13,50,>50K
Craft-repair,White,Male,51,HS-grad,9,56,>50K
Handlers-cleaners,White,Male,23,HS-grad,9,40,<=50K
Machine-op-inspct,White,Female,24,HS-grad,9,40,<=50K
Adm-clerical,White,Male,25,Some-college,10,38,<=50K
?,White,Male,22,Some-college,10,40,<=50K
Craft-repair,White,Male,38,Assoc-voc,11,50,<=50K
Handlers-cleaners,White,Female,48,HS-grad,9,16,>50K
Craft-repair,White,Male,33,HS-grad,9,30,<=50K
Exec-managerial,White,Male,46,Masters,14,55,>50K
Other-service,Asian-Pac-Islander,Female,18,7th-8th,4,40,<=50K
Craft-repair,White,Male,52,HS-grad,9,40,<=50K
Prof-specialty,White,Male,46,Bachelors,13,45,>50K
Prof-specialty,White,Male,28,HS-grad,9,40,<=50K
Other-service,Asian-Pac-Islander,Male,37,Some-college,10,30,<=50K
?,White,Female,23,Some-college,10,15,<=50K
Prof-specialty,White,Male,45,Masters,14,50,>50K
Sales,White,Female,17,10th,6,16,<=50K
Prof-specialty,White,Male,56,Masters,14,40,>50K
Exec-managerial,White,Male,38,Assoc-acdm,12,45,<=50K
Transport-moving,White,Male,81,7th-8th,4,10,<=50K
Machine-op-inspct,White,Female,22,Some-college,10,30,<=50K
Adm-clerical,White,Female,43,Some-college,10,40,<=50K
Adm-clerical,White,Female,31,Assoc-acdm,12,40,<=50K
Prof-specialty,White,Male,42,Bachelors,13,40,>50K
?,White,Male,66,Some-college,10,50,<=50K
Transport-moving,White,Male,50,HS-grad,9,40,>50K
Handlers-cleaners,White,Male,31,Some-college,10,40,<=50K
Exec-managerial,White,Female,35,Some-college,10,40,<=50K
?,White,Female,21,Some-college,10,35,<=50K
Other-service,Black,Female,36,Bachelors,13,35,<=50K
Farming-fishing,White,Male,33,7th-8th,4,40,<=50K
Prof-specialty,Black,Female,36,Bachelors,13,40,<=50K
?,White,Male,37,HS-grad,9,55,<=50K
Handlers-cleaners,White,Male,50,HS-grad,9,25,<=50K
Prof-specialty,White,Male,55,Some-college,10,40,>50K
Machine-op-inspct,White,Female,29,HS-grad,9,40,<=50K
Other-service,Black,Female,24,Some-college,10,30,<=50K
Adm-clerical,White,Male,39,Some-college,10,40,>50K
Sales,White,Male,34,Bachelors,13,40,<=50K
Craft-repair,White,Female,29,7th-8th,4,55,<=50K
Craft-repair,Other,Male,60,Some-college,10,32,>50K
Exec-managerial,White,Female,33,Masters,14,50,>50K
Handlers-cleaners,White,Male,58,9th,5,40,<=50K
Sales,White,Male,27,Some-college,10,40,<=50K
Protective-serv,Amer-Indian-Eskimo,Female,46,Some-college,10,40,<=50K
Protective-serv,White,Male,63,HS-grad,9,40,<=50K
Other-service,White,Female,38,Some-college,10,40,<=50K
Craft-repair,White,Male,23,Some-college,10,15,<=50K
Prof-specialty,White,Female,29,Bachelors,13,40,>50K
Prof-specialty,White,Female,31,Prof-school,15,60,>50K
Exec-managerial,White,Male,49,HS-grad,9,40,>50K
Prof-specialty,White,Male,45,Doctorate,16,60,>50K
Transport-moving,White,Male,42,9th,5,40,<=50K
Machine-op-inspct,White,Male,48,HS-grad,9,40,<=50K
Craft-repair,White,Male,33,HS-grad,9,40,<=50K
Adm-clerical,White,Male,24,Some-college,10,40,<=50K
Sales,White,Male,49,Some-college,10,50,<=50K
Machine-op-inspct,White,Male,40,Some-college,10,40,<=50K
Prof-specialty,White,Male,57,Assoc-voc,11,45,<=50K
Adm-clerical,White,Female,50,HS-grad,9,40,<=50K
Exec-managerial,White,Male,46,Bachelors,13,55,>50K
Exec-managerial,White,Male,35,Some-college,10,60,<=50K
Other-service,White,Female,19,Some-college,10,20,<=50K
Other-service,White,Female,18,10th,6,28,<=50K
Craft-repair,White,Male,20,HS-grad,9,40,<=50K
Transport-moving,White,Male,42,HS-grad,9,40,<=50K
Machine-op-inspct,Asian-Pac-Islander,Male,46,HS-grad,9,40,>50K
Adm-clerical,White,Female,40,HS-grad,9,20,>50K
Exec-managerial,Asian-Pac-Islander,Male,54,Masters,14,45,>50K
Craft-repair,White,Male,28,HS-grad,9,45,<=50K
Craft-repair,White,Male,38,Some-college,10,40,>50K
Priv-house-serv,White,Female,28,Some-college,10,40,<=50K
Craft-repair,White,Male,22,11th,7,40,<=50K
Exec-managerial,White,Male,31,Bachelors,13,50,>50K
Craft-repair,White,Male,27,HS-grad,9,40,<=50K
Prof-specialty,White,Male,45,Bachelors,13,42,>50K
Exec-managerial,White,Male,38,Bachelors,13,40,>50K
Exec-managerial,White,Female,67,Assoc-acdm,12,4,>50K
Protective-serv,White,Male,75,Masters,14,16,<=50K
Exec-managerial,Black,Female,41,Masters,14,60,>50K
Sales,White,Male,37,Bachelors,13,60,>50K
Exec-managerial,White,Female,47,HS-grad,9,50,<=50K
Prof-specialty,White,Male,34,Bachelors,13,45,>50K
Craft-repair,White,Male,25,HS-grad,9,40,<=50K
Adm-clerical,White,Female,52,HS-grad,9,40,<=50K
Protective-serv,White,Male,27,HS-grad,9,40,<=50K
Farming-fishing,Other,Male,35,HS-grad,9,40,<=50K
Other-service,White,Female,44,12th,8,35,<=50K
Exec-managerial,White,Male,27,HS-grad,9,80,>50K
Tech-support,White,Male,42,Some-college,10,33,<=50K
Other-service,White,Female,26,9th,5,38,<=50K
Prof-specialty,White,Male,23,HS-grad,9,40,<=50K
Prof-specialty,Amer-Indian-Eskimo,Female,28,HS-grad,9,40,<=50K
Craft-repair,White,Male,38,HS-grad,9,50,<=50K
Craft-repair,White,Male,28,Some-college,10,50,<=50K
Adm-clerical,White,Female,29,HS-grad,9,40,<=50K
Exec-managerial,White,Male,56,9th,5,50,<=50K
?,Asian-Pac-Islander,Male,23,Bachelors,13,35,<=50K
Exec-managerial,Black,Female,30,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,48,Some-college,10,40,<=50K
Exec-managerial,Asian-Pac-Islander,Male,45,Some-college,10,72,<=50K
Exec-managerial,White,Male,38,Masters,14,60,>50K
Handlers-cleaners,White,Male,24,HS-grad,9,40,<=50K
Prof-specialty,White,Male,47,Doctorate,16,40,>50K
Other-service,White,Female,22,HS-grad,9,48,<=50K
Prof-specialty,White,Female,29,Some-college,10,40,<=50K
Craft-repair,White,Male,45,Assoc-acdm,12,40,<=50K
Craft-repair,White,Male,24,HS-grad,9,40,<=50K
Machine-op-inspct,White,Male,40,HS-grad,9,40,<=50K
Craft-repair,Black,Male,28,9th,5,40,>50K
Prof-specialty,White,Female,46,Bachelors,13,50,>50K
?,White,Female,34,Some-college,10,4,<=50K
Machine-op-inspct,White,Male,32,Some-college,10,40,<=50K
Sales,White,Male,20,HS-grad,9,40,<=50K
Other-service,White,Male,23,Some-college,10,35,<=50K
Other-service,White,Male,46,HS-grad,9,40,<=50K
Sales,White,Female,21,HS-grad,9,35,<=50K
Exec-managerial,Asian-Pac-Islander,Male,59,Masters,14,40,>50K
Prof-specialty,White,Male,31,Some-college,10,50,<=50K
Exec-managerial,White,Female,48,Some-college,10,40,<=50K
Transport-moving,White,Male,34,7th-8th,4,40,<=50K
Other-service,White,Male,19,Some-college,10,25,<=50K
Sales,White,Male,20,Some-college,10,35,<=50K
Prof-specialty,White,Male,29,Bachelors,13,50,<=50K
Craft-repair,White,Male,54,Some-college,10,40,>50K
Craft-repair,White,Male,36,HS-grad,9,52,<=50K
Sales,White,Male,43,Bachelors,13,50,>50K
Tech-support,White,Male,46,Bachelors,13,40,>50K
Prof-specialty,White,Male,33,Masters,14,45,>50K
Other-service,White,Female,33,10th,6,45,<=50K
Transport-moving,White,Male,36,Some-college,10,40,<=50K
Handlers-cleaners,White,Male,37,HS-grad,9,40,>50K
?,White,Male,37,Assoc-voc,11,54,>50K
?,White,Male,64,12th,8,24,<=50K
Craft-repair,White,Male,45,HS-grad,9,60,<=50K
Adm-clerical,White,Female,25,Bachelors,13,40,<=50K
Machine-op-inspct,White,Male,28,Assoc-voc,11,40,<=50K
Adm-clerical,White,Female,26,HS-grad,9,40,<=50K
Priv-house-serv,White,Male,23,HS-grad,9,40,<=50K
Exec-managerial,White,Female,24,HS-grad,9,40,<=50K
Prof-specialty,White,Female,58,Some-college,10,40,<=50K
Tech-support,White,Female,36,Assoc-voc,11,40,<=50K
Sales,White,Male,46,Some-college,10,50,<=50K
?,White,Female,23,7th-8th,4,40,<=50K
Sales,White,Male,32,Some-college,10,50,<=50K
Other-service,Black,Male,26,HS-grad,9,40,<=50K
Handlers-cleaners,White,Female,52,5th-6th,3,40,<=50K
Other-service,White,Female,19,HS-grad,9,45,<=50K
Prof-specialty,White,Male,33,Bachelors,13,60,>50K
Craft-repair,White,Male,60,HS-grad,9,40,<=50K
Exec-managerial,White,Male,39,Some-college,10,38,<=50K
Exec-managerial,White,Male,45,Bachelors,13,45,<=50K
Adm-clerical,Black,Female,37,Some-college,10,40,<=50K
Tech-support,White,Male,29,Assoc-acdm,12,40,<=50K
Craft-repair,White,Male,53,Some-college,10,66,<=50K
Exec-managerial,White,Male,46,Some-college,10,40,<=50K
Transport-moving,White,Male,20,Some-college,10,40,<=50K
Prof-specialty,White,Female,39,Masters,14,40,<=50K
Prof-specialty,White,Female,48,Some-college,10,40,>50K
Craft-repair,Black,Male,38,HS-grad,9,48,<=50K
Craft-repair,White,Male,36,HS-grad,9,45,<=50K
Machine-op-inspct,Black,Female,53,7th-8th,4,56,<=50K
Craft-repair,White,Male,29,HS-grad,9,35,<=50K
Adm-clerical,White,Male,64,7th-8th,4,50,<=50K
Exec-managerial,White,Male,34,Some-college,10,50,>50K
?,White,Male,36,HS-grad,9,40,<=50K
Prof-specialty,White,Female,41,Bachelors,13,40,<=50K
Exec-managerial,White,Female,34,HS-grad,9,38,<=50K
?,White,Male,68,9th,5,2,<=50K
