MeanAtomicMass,MeanAtomicValN,MeanAtomicMagnMom,MeanAtomicElNeg,MaxDiffAtomicMass,MaxDiffAtomicElNeg,T_c(K)
48.9,3.92,1.39,2.54,121.33,2.55,91.6
49.23,3.61,1.61,1.7,109.24,1.01,1.55
97.36,8.68,0.66,2.32,27.45,0.35,2.2
59.4,4.11,1.48,2.56,191.2,2.49,75
59.74,4.55,1.64,2.59,192.98,2.49,21.4
127.6,6,2,2.1,0,0,7.4
51.36,4,1.39,2.52,122.91,2.55,93.6
57.07,4.91,1.28,2.4,157.06,3.44,30
55.08,4.4,1.54,2.55,122.91,2.44,30
127.88,7.43,1.43,2.25,130.01,0.53,0.96
95.48,3.33,1.33,2.01,191.2,2.49,34
84.53,2.29,0.86,1.74,158.97,2.55,88.2
52.02,3.96,1.37,2.5,121.33,2.55,93.4
45.49,4.2,1.31,2.49,188.38,3.44,72.9
121.76,5,3,2.05,0,0,3.55
56.66,4.6,1.98,2.52,141.25,2.55,93
81.94,4.28,1.95,1.91,121.33,2.55,2.2
84.57,6.91,2.94,2.03,71.75,0.9,11.8
44.76,4.66,1.62,2.75,192.98,2.49,107.17
96.21,4.75,4.1,1.69,67.77,0.36,15.9
49.58,4.44,1.56,2.55,121.33,2.55,60
102.38,7,1.67,2.27,42.79,0.5,1
70.36,5.51,2.49,2.14,122.91,2.88,23.6
56.41,4.46,1.85,2.52,141.25,2.55,53.1
55.25,4.05,1.52,2.5,124.91,2.55,23
95.22,5.69,2.21,1.64,15.2,0.95,8.56
81.23,2.34,0.87,1.74,121.33,2.55,89
35.91,3.77,1.34,2.54,71.62,2.49,9.25
180.11,5.5,2.3,1.47,173.1,0.58,1.83
56.6,4.18,1.6,2.49,128.24,2.55,34.3
43.33,7.16,1.64,1.92,89.06,1.24,4.72
64.86,5.51,2.49,2.15,122.91,2.88,24.24
56.72,4.41,1.55,2.55,122.91,2.49,30.4
76.94,4.67,1.33,2.2,126.89,1.86,7.03
114.06,3.5,1.5,1.91,192.98,2.49,4.7
54.79,4.59,2.59,1.67,18.78,0.18,9.7
54.58,4.98,3.99,2.28,78.9,1.5,13.8
54.66,4.02,1.41,2.52,122.91,2.55,38.6
46.59,4.2,1.4,2.56,191.2,2.49,38
60.21,4.16,1.49,2.59,191.2,2.49,76.4
69.6,4.66,1.75,2.59,192.98,2.49,27.5
129.45,4.25,1.75,1.38,37.84,1.1,5.55
74.26,4.55,1.75,1.89,164.16,0.95,8.72
57.91,4.43,1.57,2.55,124.12,2.34,31.1
57.97,4.46,1.6,2.55,128.24,2.55,16
56.45,4.4,1.54,2.55,122.91,2.49,5.5
56.78,4.42,1.61,2.56,192.98,2.49,81.1
68,4.51,2.24,1.83,139.11,1.08,2
92.49,6.51,3.49,2.26,128.23,2.55,6.7
51.43,4.01,1.39,2.52,121.33,2.55,91.8
117.82,6.4,2.8,1.99,165.4,0.9,1.1
91.34,3.06,1.31,1.79,192.98,2.44,43.5
51.14,4.01,1.39,2.52,122.91,2.55,76
52.3,4.01,1.37,2.49,121.33,2.55,20.5
80.54,4.33,2,1.92,121.33,2.55,0.48
44.04,3.62,1.62,2.02,76.89,1.33,10.6
49.63,3.93,1.4,2.54,130.39,2.55,72
85.45,5.5,1.5,2.07,184.27,1.33,10.5
87.85,6.51,2.5,2.15,30.28,0.27,4.1
50.24,4.23,1.42,2.5,121.33,2.55,51
79.33,5.5,2.9,1.77,81.48,1.39,26
73.1,4.67,2.67,1.53,127.55,0.33,9.9
51.93,4.05,1.43,2.53,122.91,2.55,62
56.95,4.55,1.69,2.55,124.91,2.49,34.3
77.51,2.83,1.33,1.62,191.2,2.49,42
73.7,3.98,1.2,2.46,184.59,2.55,89
151.84,6.33,1.33,1.78,102.56,1.08,1.3
63.91,5.03,2.52,1.8,98.83,1.18,34
73.69,5.49,2.56,1.82,155.01,1.28,28.4
174.35,9,3,2.22,89.31,0.08,0.03
59.31,5.23,2.34,2.56,128.24,2.32,1.3
141.43,4.92,1.92,2.09,92.38,0.55,4.21
51.3,4,1.38,2.52,121.33,2.55,92.2
173.99,8.8,3.2,2.2,91.15,0,0.13
77.17,2,0,1.54,88.11,0.38,0.02
81.16,2.31,0.86,1.74,121.33,3.09,92.1
56.96,4.41,1.55,2.55,122.91,2.49,21.02
27.52,4.68,2.12,2.24,77.96,2.46,18.4
104.7,4.76,1.61,1.93,61.94,1.45,4.81
189.57,1.18,1,2.47,82.15,0.76,0.04
163.34,5,3.4,1.52,88.04,0.1,4.64
47.69,4.08,1.39,2.54,191.2,2.49,67
94.18,2.79,1.24,1.8,192.98,2.49,75
52.17,3.95,1.37,2.5,121.33,2.55,39.8
55.63,5.25,2.36,2.63,128.24,2.3,30.7
67.98,5.48,2.92,1.77,98.23,1.36,35.2
82.3,5.69,2.77,1.91,110.82,1.1,5.93
53.91,5.5,1.5,1.95,164.16,1.45,13.6
54.4,3.97,1.27,2.44,188.38,2.55,118
53.81,4.01,1.4,2.51,122.91,2.55,45.2
56.8,4.42,1.55,2.55,122.91,2.49,33
51.41,3.99,1.38,2.52,121.33,2.55,97
54.17,5.56,1.56,1.95,164.16,1.35,13.28
142.32,6.69,2.97,1.87,168.94,1.05,10
73.86,5.48,2.42,1.83,155.01,1.28,32.2
95.63,3,1.25,1.75,202.04,2.49,86.9
55.74,4.46,1.55,2.55,122.91,2.49,33
25.37,2.28,0.28,1.56,229.02,0.27,0.62
87.38,3.28,1.22,1.88,122.91,2.49,24
141.47,5,1.8,2.19,69.37,0.44,1.48
49.68,4.06,1.46,2.52,124.91,2.55,36
121.62,4.7,1.9,1.86,152.14,1.2,7.1
56.75,4.41,1.55,2.55,122.91,2.49,17.9
140.21,7,2.33,2.14,89.31,0.18,2.09
58.57,4.98,2.1,2.56,124.91,2.32,22
51.58,4.04,1.38,2.51,121.33,2.55,75
132.41,5.67,2.33,2.02,101.98,1.05,1.17
64.11,4.98,0.56,2.23,195.96,0.34,13.6
55.08,4.76,1.46,2.51,151.26,2.55,84
90.31,4.21,2.18,1.9,124.91,2.32,20
51.26,4,1.39,2.52,124.91,2.55,86.2
30.42,4.73,1.75,2.23,39.85,2.44,17
82.55,5.46,2.85,2.2,23.18,0.95,2.9
73.88,5.54,2.86,1.78,98.23,1.36,37.5
188.91,3.8,1.8,2.23,182.89,1.02,6.61
56.21,4.57,1.25,2.37,157.06,3.44,41
45.99,4.1,1.34,2.51,96.42,2.49,44
45.46,4.67,1.33,2.31,76.89,1.94,2.3
120.76,5.71,1.71,1.76,167,1.18,3.04
119.04,6.04,2.04,2.16,71.75,0.72,12.7
97.06,6.5,2.5,1.8,11.68,0.95,2.7
50.75,4.11,1.39,2.5,121.33,2.55,61
69.88,5.62,2.78,1.79,31.78,1.23,2
50.83,5.25,2.14,2.63,141.25,2.49,33.15
90.75,3.14,1.71,1.73,141.25,2.55,58.7
103.16,5.67,2.33,1.83,150.41,0.98,2.3
63.13,4.67,1.87,2.56,192.98,2.49,34
54.01,3.98,1.39,2.5,122.91,2.55,70
43.72,4.55,1.32,2.51,188.38,3.44,66
71.41,4.09,1.27,2.49,184.59,2.55,96.3
56.04,4.42,1.54,2.52,148.93,2.55,9.51
56.42,4.55,1.93,2.52,141.25,2.55,86.8
54.26,4.42,1.42,2.52,151.26,2.55,91.8
59.34,5.24,2.36,2.56,128.24,2.32,26.4
108.88,2.35,0.6,1.73,188.38,2.55,60.5
97.06,4.73,4.23,1.68,91.73,0.36,18.4
187.41,7.3,4.7,1.99,4.02,0.3,1.54
51.13,4.21,1.41,2.52,121.33,2.55,60
72.98,5.49,2.51,2.1,122.91,2.34,27.8
80.45,5.7,2.3,1.51,32.53,0.58,5.94
56.74,4.41,1.55,2.55,122.91,2.49,18.6
71.46,5.86,2.57,1.97,29.62,1.73,32
88.74,2.43,1,1.72,124.91,2.55,94
58.22,4.97,1.29,2.4,157.06,3.44,56.7
102.4,5.33,4,1.8,158.12,0.3,5.1
55.08,4.3,2.6,1.63,48.08,0.62,4.08
84.82,5.67,2.33,2.22,148.89,1.08,2.75
57.89,4.42,1.56,2.55,122.91,2.55,32
56.47,4.39,1.6,2.57,192.98,2.49,85
92.48,5.01,4.98,1.61,76.91,1.84,8.5
118.66,3.99,1.99,1.96,3.89,0.18,3.69
35.17,4.38,2.37,2.1,33.86,1.5,1.17
55.89,4.62,1.46,2.52,151.26,2.55,78
180.49,6.5,4.6,1.8,93.3,0.4,9.8
90.26,3.04,1.61,1.67,141.25,3.44,94.1
57.15,5.12,2.25,2.57,128.24,2.32,10.5
64.5,3.33,1.33,1.56,109.24,1.01,5.3
58.64,4.05,1.32,2.48,188.38,2.55,129
48.92,5.09,2.12,2.61,141.25,2.49,65
98.13,4.73,4.23,1.69,48.99,0.36,18.1
32.86,4.21,2.21,1.84,40.13,0.41,15.8
35.34,4,1.29,2.51,76.81,2.49,75
56.51,4.75,1.44,2.52,151.26,2.55,82.5
60.17,4.4,1.6,2.56,192.98,2.49,66.9
79.95,4.5,4,1.62,65.92,0.21,18.7
49.74,3.94,1.41,2.54,124.91,2.55,80
58.76,4.43,1.6,2.56,192.98,2.49,86.6
71.84,5.53,2.47,2.16,122.91,2.88,25.6
66.58,4.1,1.3,2.56,191.2,2.55,84
72.35,2.2,2.2,1.81,29.36,0.3,9.39
82.98,4.29,1.43,1.73,92.78,0.59,5.9
38.24,3.54,2.06,1.91,221.23,0.74,7
59.14,5.78,2.44,3.07,167.84,2.62,4.24
59.08,5.15,1.31,2.42,188.38,3.44,55
82.17,7,3,2.01,95.54,0.75,8.6
51.93,4.02,1.41,2.52,124.91,2.55,81.8
45.47,4.88,2.21,2.57,125.97,2.65,5
128.75,4.7,1.9,1.86,104.6,1.25,5.1
39.98,5.49,1.51,1.94,78.1,1.33,13.4
181.31,8,4,2.2,89.16,0,0.58
13.96,3.76,1.93,2.47,84.46,2.22,12.1
159.05,8.75,2.25,2.12,144.14,0.65,0.51
202.87,5,3,2.02,87.22,0.03,6.42
61.18,4.44,1.64,2.56,192.98,2.49,9
84.51,5,4.6,1.61,41.96,0.03,5.76
53.25,3.89,1.35,2.47,121.33,2.55,28
59.33,5.25,2.37,2.56,128.24,2.32,13
52.75,3.86,1.23,2.44,184.59,2.55,128.7
70.1,5.4,2.84,1.77,98.23,1.36,34.3
93.4,6.19,3.55,2.32,128.23,2.55,9.2
51.52,4.03,1.41,2.53,122.91,2.55,40.1
45.95,4.18,1.56,2.53,124.91,2.49,25.9
61.71,4.11,1.49,2.56,191.2,2.49,58.9
167.74,5,3.3,1.51,88.04,0.1,4.58
15.36,2.71,0.71,1.82,13.49,1.24,33.15
38.81,4,1.29,2.49,71.62,2.49,73
80.46,2.38,0.86,1.75,121.33,2.55,45.7
212.66,6.41,3.87,1.45,179.1,0.78,1.5
71.53,5.54,2.46,2.16,122.91,2.88,26.2
58.18,4.44,1.61,2.57,192.98,2.49,47.2
50.28,5.09,2.24,2.48,135.97,3.44,21
58.38,4.5,1.56,2.63,191.2,2.49,28.7
80.42,5.83,2.17,1.52,32.53,0.58,3.21
50.62,4.45,2.09,1.59,55.04,0.74,4
88.79,5.65,3.45,2.32,33.44,0.86,2.5
95.88,5.96,4.49,1.77,104.06,0.94,2.53
38.18,3.67,2.33,1.89,82.1,0.44,9.5
78.13,6,3.11,2,124.91,2.31,44
42.94,4.09,1.41,2.53,72.91,2.49,12
67.27,6.9,5.1,1.85,50.91,0.62,1.1
51.9,3.9,1.34,2.48,121.33,2.55,61
52,6,6,1.66,0,0,3.1
133.59,5.8,3.8,1.94,175.4,0.14,3.3
65.89,4.87,1.93,2.64,192.98,2.62,7
15.34,2.69,0.69,1.81,13.49,1.24,38.3
111.05,2.63,0.63,1.82,188.38,2.55,69.3
54.24,3.83,1.2,2.45,184.59,2.55,101
51.66,3.98,1.38,2.51,121.33,2.55,77
102.66,4.03,2.22,1.68,184.59,2.49,70
78.72,4.53,4.02,1.61,91.73,0.36,16.1
55.71,4.68,1.61,2.52,146.5,2.55,80.6
86.56,5.6,2.8,1.84,81.48,1.31,21
48.59,4.12,1.39,2.54,191.2,2.49,60
109.08,3.71,1.58,1.68,221.23,0.98,9.4
47.39,3.75,1.27,2.43,122.91,2.49,42.5
41.58,5.66,1.66,1.94,146.44,1.35,10.47
88.62,2.8,0.8,1.67,121.33,2.55,89.6
70,6.24,1.84,1.79,106.35,1.3,1.38
55.21,4.28,1.73,2.46,135.97,3.44,58
91.23,4,2.02,1.33,1.68,0.27,1.86
205.23,7.2,2.8,1.9,41.81,0.9,5.15
51.1,4.02,1.4,2.53,122.91,2.55,91.9
43.49,4.78,1.42,2.53,197.44,2.55,110
118.64,3.71,1.58,1.69,221.23,0.93,9
76.84,2.41,0.69,1.73,184.59,2.49,75
94.61,8.12,1.12,2.19,31.5,0.02,24.76
56.3,4.4,1.54,2.55,122.91,2.49,3.3
88.6,2.29,0.86,1.72,122.91,2.55,70.34
122.29,5.33,2,2.34,175.14,0.48,6.03
82.89,4,2,1.41,63.14,0.57,3.21
76.84,5.52,2.38,1.84,155.01,1.28,9.78
76.93,4.26,1.36,2.5,188.38,2.55,50
76.16,4.9,1.8,2.61,192.98,2.62,20
119.44,3.05,1.05,1.81,92.38,0.55,3.77
122.74,9.22,0.98,1.9,78.35,0.98,1.6
41.12,3.95,1.32,2.53,121.33,2.55,117.5
173.96,8.8,3.2,2.22,89.31,0.08,0.22
66.51,7.04,3.06,2.16,23.13,0.72,8.6
59.12,4.46,1.62,2.55,192.98,2.49,26.1
163.64,6.75,5.25,1.96,90.26,0.26,9.89
123.06,5.01,2,2.03,52.68,0.22,0.05
118.48,3.94,1.94,1.95,3.89,0.18,3.64
52.71,4.03,1.38,2.51,121.33,2.55,90
65.95,5.52,2.88,1.78,48.52,1.36,38
87.09,4.5,4,1.65,23.18,0.21,19.9
175.25,6.1,4.1,2.31,85.93,0.46,1.25
59.17,4.39,1.58,2.56,192.98,2.49,82.5
73.85,2.18,0.62,1.68,191.2,2.49,110
53.92,4.04,1.51,2.47,141.25,2.55,77
51.31,4.69,2.65,1.65,51.93,1.25,13.4
79.12,6.2,4.2,1.79,46.97,0.27,4.17
77.75,5.84,2.78,2.19,124.91,2.31,25.1
56.8,4.42,1.55,2.55,122.91,2.49,23.21
58.77,4.42,1.6,2.56,192.98,2.49,92.8
15.32,2.68,0.68,1.8,13.49,1.24,38.4
136.94,4.9,1.9,2.07,92.38,0.55,4.16
45.25,4.4,1.46,2.57,124.12,2.49,17.5
83.7,7,3,2.04,71.75,0.72,14
53.6,4.02,1.4,2.52,122.91,2.55,25.1
64.67,4.07,1.27,2.56,184.59,2.55,32
51.26,4.01,1.38,2.52,121.33,2.55,60.1
57.51,4.76,1.53,2.51,148.93,2.55,92.3
56.8,4.42,1.55,2.55,122.91,2.49,22.9
80.51,5.62,2.78,1.79,81.48,1.39,17.8
77.29,2.29,0.86,1.76,122.91,2.55,60.6
57.57,3.67,1.67,1.88,45.65,0.4,1.75
182.75,8.73,3.27,2.21,89.31,0.08,0.4
179.72,4.5,2.5,1.4,2.46,0.2,6.28
50.56,4.56,1.76,2.64,134.36,2.55,88.8
53.18,4,1.38,2.51,122.91,2.55,52.4
48.6,4.84,2.1,2.49,135.97,3.44,40
191.72,8.75,3.25,2.2,1.99,0,0.4
120.9,4.43,1.48,1.93,12.78,0.32,2.8
36.94,3.35,1.35,1.81,80.41,0.71,8.2
47.08,4.38,1.05,2.38,63.9,2.51,18
81.46,2.29,0.85,1.73,121.33,2.55,79
39.22,3,0.67,1.68,181.22,0.63,9.2
51.78,4.06,1.42,2.51,142.93,3.44,91
81.96,5.24,2.04,2.36,192.98,2.34,2.48
99.36,3.08,1.32,1.79,192.98,2.49,80
48.69,4.08,2.02,1.55,55.04,0.74,1.6
68.16,4.89,1.91,2.63,192.98,2.62,4.5
72.62,3.98,1.22,2.46,184.59,2.55,75
88.44,6.67,2.22,2.04,181.41,1.06,4.64
14.33,2.67,0.8,1.79,20.04,1.06,26.1
39.97,5.49,1.51,1.94,78.1,1.33,15.48
45.16,4.02,1.18,2.51,121.33,3.09,109
69.92,5.63,2.77,1.8,31.78,1.23,7.2
90.6,4.7,2.77,1.53,127.55,0.33,9.93
80.93,1.67,1,1.82,80.89,0.32,0.13
42.5,7.12,1.68,1.92,46.92,1.24,7.1
83.02,3.1,1.1,1.91,196.39,2.49,30
108.46,2.9,0.9,1.76,143.6,0.37,1.51
96.11,5.28,1.92,2.38,192.98,2.88,3.76
61.74,5.95,2.68,1.92,39.87,1.73,32.6
92.18,4.4,2.81,1.5,4.73,0.83,5.25
57.76,5.45,2.95,1.79,51.93,1.25,33.4
102.19,3.01,1.24,1.81,192.98,2.49,68
56.02,4.59,1.43,2.52,152.94,2.55,60
63.72,4.43,1.63,2.56,192.98,2.49,29
54.1,3.84,1.2,2.45,184.59,2.55,110
99.37,4.57,2,1.8,174.34,1,9
49.25,3.85,1.36,2.5,136.32,2.55,86.5
70.83,2.6,0.89,1.69,188.38,2.49,100
59.8,5.4,3,1.77,51.93,1.36,2.9
133.5,5.94,1.42,1.67,106.18,1.06,0.76
145.14,4.92,1.92,2.11,92.38,0.55,2.49
61.65,5.91,3.04,2.57,141.25,2.32,18.8
97.45,5.05,4.95,1.64,90.93,0.76,7.25
56.75,4.4,1.54,2.54,122.91,2.49,28
79.5,2.48,0.86,1.76,121.33,2.55,35
66.44,5.33,2.67,1.87,72.98,0.87,5.7
51.58,4.16,1.69,2.55,121.33,2.55,56.2
47.06,3.8,1.28,2.44,122.91,2.49,30
60.56,5.62,2.74,2.57,141.25,2.32,0
31.09,4.71,1.86,2.34,33.86,2.23,16.3
88.77,5.28,2.08,2.36,192.98,2.34,1.74
57.79,5.02,1.31,2.43,157.06,3.44,90
118.79,5.67,3,1.9,115.31,0.87,8
69.33,4.7,1.8,2.59,192.98,2.49,26.1
50.38,4.23,1.42,2.5,121.33,2.55,53
90.47,3.15,1.71,1.56,135.97,3.44,70.6
58.04,4.99,1.3,2.42,157.06,3.44,92.8
67.35,5,2,2.7,102.71,1.48,3.81
52.33,7.03,1.97,1.95,154.12,1.33,6.23
60.31,3.98,1.27,2.45,184.59,2.49,72
74.39,6.79,3.7,2.17,134.36,2.81,34.5
101.46,4.9,4.7,1.57,85.58,0.3,9.6
53.97,5.5,1.5,1.95,164.16,1.45,15.1
52.33,3.9,1.23,2.44,184.59,2.49,53.75
49.67,3.97,1.42,2.54,121.33,2.55,41.6
62.58,3.68,3.68,1.8,91.9,0.6,7.28
80.1,1.9,1.3,1.92,55.16,0.06,1.2
102.66,4.75,4.17,1.69,88.04,0.46,18.3
81.31,2.29,0.86,1.74,125.32,2.55,92
56.8,4.42,1.55,2.55,122.91,2.49,29.57
55.56,4.32,2.64,1.64,48.08,0.62,4.25
75.08,4.43,3.92,1.6,83.89,0.04,14
54.45,5.5,3.5,2.52,76.91,1.84,1.5
55.98,4.39,1.76,2.52,134.36,2.55,65.6
97.43,4.4,2,2.05,220.03,1.31,8.2
68.4,4.62,1.71,2.59,192.98,2.49,20
51.05,5.1,3.3,1.63,1.05,0.03,3.3
52.51,3.95,1.33,2.55,121.33,2.55,87
39.92,5.45,1.55,1.94,78.1,1.33,6.2
53.26,4.9,3.9,2.27,80.9,1.44,17.6
56.74,4.42,1.82,2.51,162.49,2.55,80.6
102.09,4.79,1.95,1.84,119.59,0.98,2.76
70.31,5.55,2.85,1.78,98.23,1.36,22
181.58,5.22,3.22,1.69,2.89,0.86,1.36
46.89,4.14,1.36,2.54,188.38,2.55,103
51.57,4.01,1.4,2.52,124.91,2.55,90.5
65.03,3.67,1.67,1.63,110.82,0.8,2.5
100.12,5,4.5,1.71,28.85,0.45,2.2
109.49,2.36,0.61,1.73,188.38,2.55,65.4
110.09,1.61,1.21,1.94,10.84,0.03,0.09
50.12,4.06,1.38,2.51,121.33,2.55,42
76.41,2.28,0.72,1.67,191.2,2.55,120
97.66,5.33,4,2.03,175.4,0.26,5.09
58.91,5.22,2.34,2.56,128.24,2.32,19
53.35,4.22,1.6,2.52,141.25,2.55,92
36.71,3.54,2.06,1.91,167.68,0.74,3.6
99.66,4.85,4.35,1.7,28.85,0.45,15.8
61.28,6.13,2.7,2.02,55.98,1.62,37.5
87.39,2.69,1.09,1.71,192.98,2.49,58
50.38,4.14,1.41,2.52,121.33,2.55,82.2
50.53,4.2,2.1,1.57,53.2,0.66,2.5
55.66,4.32,1.71,2.52,128.24,2.55,69
51.06,4.07,1.4,2.51,121.33,2.55,84
52.46,3.97,1.37,2.49,121.33,2.55,37.5
45.95,4.68,2.65,1.66,67.98,1.2,10.8
93.86,6.03,3.57,2.35,128.23,2.55,12.2
72.28,4.04,1.23,2.48,184.59,2.55,94.5
51.37,4,1.39,2.52,122.91,2.55,91.9
51.49,4.01,1.39,2.52,124.91,2.55,91.5
50.6,4.31,1.53,2.6,192.98,2.49,73
60.53,4.43,1.63,2.56,192.98,2.49,71.5
80.55,6.4,1.8,1.79,81.42,0.89,0.23
58.53,4.43,1.61,2.56,192.98,2.49,90
69.12,6.89,2,2.06,156.45,1.04,8.76
57.33,4.54,1.57,2.65,191.2,2.49,28.1
66.42,7.03,3.14,2.15,24.03,1,11
72.82,4.02,1.22,2.47,184.59,2.55,87.2
58.58,4.98,2.1,2.56,124.91,2.32,21.2
202.17,7.75,2.75,1.98,39.82,0.9,4.71
88.87,4.75,3.75,1.7,67.77,0.36,9.8
15.31,2.67,0.67,1.8,13.49,1.24,38.5
75.76,4.09,1.36,1.9,33.18,0.47,1.95
86.3,5.7,2.3,2.4,192.98,2.85,4.29
86.77,3.2,1.2,1.88,122.91,2.49,32.7
182.81,5,3,2.03,87.22,0.03,4.14
114.69,3.55,1.55,1.89,192.98,2.49,10
115.99,3,2,1.48,185.99,1.09,2.25
85.87,2.36,0.93,1.74,122.91,2.55,35
71.54,5.49,2.46,2.15,122.91,2.88,25.5
66.36,4.7,3.4,2.23,166.48,1.25,5.5
227.38,3.95,1.95,1.29,93.13,0.2,1.3
42.52,7.2,1.6,1.92,89.06,1.24,6.93
79.97,4.67,1.33,1.77,78.34,0.98,3.3
111.05,3.99,1.3,1.7,81.18,1.08,2.25
138.5,4.94,1.94,2.08,92.38,0.55,3.6
56.07,4.46,1.85,2.43,135.97,3.44,90
104.02,5.3,2.1,1.87,164.13,1.01,3.1
57.13,5.17,1.49,2.52,152.94,2.55,55
52.36,5,3,1.64,70.82,0.42,3.29
61.41,4.11,1.48,2.56,191.2,2.49,79
57.49,4.41,1.57,2.55,122.91,2.62,22
66.39,5.19,2.69,1.8,104.16,1.18,11
68.38,2,0,1.48,176.29,0.69,0.16
61.55,4.6,3.4,2.15,171.83,0.95,13.7
97.58,3.75,1.75,2.09,192.98,2.49,14.96
69.07,6.87,2.02,2.06,156.45,1.05,8.22
50.04,3.78,1.34,2.47,136.32,2.55,42.05
71.53,5.38,2.45,1.82,155.01,1.28,12.7
12.63,3.84,1.95,2.47,10.98,2.11,14.7
51.33,4.04,1.29,2.47,188.38,2.49,21
34.93,3.77,2.25,2.04,85.14,0.83,11.2
111.25,2.7,0.7,1.81,188.38,2.55,52.6
51.39,4.03,1.39,2.52,121.33,2.55,83.5
49.96,3.91,1.26,2.45,184.59,2.55,134
54.42,3.73,1.13,2.36,184.59,2.55,133.5
74.86,3.89,1.13,2.44,184.59,2.55,88.5
165.39,4.75,2.75,1.61,62.24,0.46,8.35
16.1,2.2,0.2,1.58,177.19,0.33,9.5
60.73,4.37,1.57,2.58,192.98,2.49,85
52.41,4.86,3.84,2.27,80.9,1.44,16.4
93.48,4.14,0.71,1.56,157.06,3.44,88.7
52.98,4.28,1.39,2.56,192.37,2.55,61
71.79,5.49,2.47,2.14,122.91,2.88,0.2
47.53,4.31,1.42,2.59,195.19,2.49,76
49.7,3.95,1.4,2.54,121.33,2.55,63
52.38,3.94,1.37,2.49,122.91,2.55,50.6
184.43,6.25,4.25,2.25,2.37,0.46,4.6
54.72,5.22,2.33,2.04,90.26,0.84,7.34
178.98,4.18,2.18,1.4,5.35,1.06,2.38
49.84,5.15,2.14,2.62,176.22,2.49,22
45.52,4.1,2.1,1.57,23.96,0.09,2.36
85.31,4.35,3.05,1.46,45.04,0.27,9.3
123.08,4.98,1.98,2.03,12.78,0.32,1.22
56.1,4.46,1.84,2.43,135.97,3.44,86.3
59.22,4.41,1.6,2.55,192.98,2.49,75.5
68.65,5,3,1.73,70.82,0.42,0.8
206.78,3.85,1.85,2.22,2.82,0.71,6.73
56.3,4.46,1.57,2.55,122.91,2.49,2.8
23.4,3.82,1.82,2.4,125.32,1.66,7
120.01,5.6,2.32,1.82,203.95,0.98,6.45
16.86,4.39,1.73,2.67,57.93,2.51,3.6
162.26,3.67,1.67,1.41,70.07,0.92,0.76
64.32,3.01,1.01,1.44,130.27,0.51,0.93
56.76,4.41,1.55,2.55,122.91,2.49,36.8
49.23,3.99,1.38,2.52,122.91,2.55,74
81.54,2.47,0.76,1.74,184.59,2.49,91.5
69.69,6.52,3.84,1.66,128.97,2.19,25.2
28.49,5.89,2,3,77.22,1.83,12.7
115.4,3.52,1.51,1.91,192.98,2.49,26.1
92.54,3.96,1.96,2.05,220.03,1.25,6.7
52.99,6.83,1.77,1.95,164.16,1.32,8.77
57.05,4.41,1.55,2.55,122.91,2.49,34.4
51.48,4,1.37,2.51,121.33,2.55,53
83.33,4.8,1.6,1.77,167,1.39,2
81.27,4.67,3.02,2.22,164.48,1.74,6.05
47.31,3.3,1.08,2.15,76.81,2.49,52
94.13,6.75,0.75,1.93,73.75,0.84,2.29
45.35,4.81,1.42,2.55,188.38,2.55,102.5
155.03,6.5,3.5,2.11,107.91,0.18,5.7
49.94,4.11,1.41,2.54,191.2,2.49,17
51.36,4,1.38,2.52,121.33,2.55,71
71.09,4.69,1.78,2.6,192.98,2.49,28.5
87.33,6.02,2.54,2.43,192.98,2.84,4.65
80.55,4.34,1.67,2.4,192.98,2.49,27
123.26,6.59,1.41,2.03,184.27,1.39,5.65
69.81,4.65,1.74,2.61,192.98,2.49,31
72.15,5.55,2.45,2.16,122.91,2.88,30.1
112.41,2,0,1.69,0,0,0.55
87.39,3.26,1.22,1.88,122.91,2.49,28
79.65,3.41,1.94,1.75,170.21,2.49,25
82.37,6.12,2.96,1.55,162.14,2.2,3.2
79.85,5.62,2.78,1.78,81.48,1.29,24
45.26,4.42,1.58,2.45,72.91,2.49,50
59.34,5.24,2.36,2.56,128.24,2.32,20
101.98,2.71,1,1.8,191.2,2.55,90
79.92,5.57,2.75,1.78,81.48,1.29,18.5
138.94,3.02,1.02,1.1,13.06,1.1,5.51
103.94,4.77,1.93,1.89,78.63,1.28,7.73
95.92,4.75,4.25,1.61,27.49,0.63,16.7
155.13,3,1,1.18,36.06,0.17,2.2
57.45,4.86,1.47,2.52,151.26,2.55,88
50.82,4.04,1.41,2.53,122.91,2.55,80
69.99,5.65,2.75,1.8,31.78,1.23,18.1
75.01,3.62,1.98,1.88,31.35,0.39,7.63
15.45,2.67,0.67,1.8,34.15,0.73,39
86.55,7.01,3.01,2.01,71.75,0.72,13.6
56.47,4.6,1.94,2.52,141.25,2.55,76
61.22,4.44,1.62,2.55,192.98,2.49,78
76.2,4.49,3.99,1.6,83.89,0.04,19.8
72.43,4.35,2.85,1.55,133.08,0.1,8.4
51.09,3.95,1.36,2.5,121.33,2.55,84.2
59.78,5.33,2.45,2.56,134.36,2.32,21.8
51.22,3.97,1.37,2.51,121.33,2.55,85.4
75.02,2.65,0.98,1.74,122.91,2.44,40
51.89,4.12,1.33,2.5,188.38,2.49,57.1
121.31,4.97,1.98,2.03,54.97,0.32,1.64
117.83,5.67,2.33,2.15,101.98,1.05,0.79
69.53,6.28,3.23,2.16,128.24,2.84,29.5
