,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,GarageArea,YrSold,LotShape,LotConfig,SalePrice
1039,1477,4,4,1970,1970,630,1,1,1,286,2009,Reg,Inside,80000
1040,13125,5,4,1957,2000,1803,2,3,1,484,2006,Reg,Corner,155000
1041,9130,6,8,1966,2000,1632,1,4,1,484,2008,Reg,Inside,173000
1042,5381,6,5,2005,2005,1306,2,1,1,624,2009,IR1,Inside,196000
1043,11839,7,5,1990,1990,2329,2,4,1,514,2008,Reg,Inside,262280
1044,9600,8,5,1981,1981,2524,2,4,1,542,2009,Reg,Inside,278000
1045,13680,3,5,1955,1955,1733,2,4,1,452,2009,IR1,CulDSac,139600
1046,16056,9,5,2005,2006,2868,3,4,1,716,2006,IR1,Inside,556581
1047,9245,5,5,1994,1995,990,1,3,1,672,2008,IR2,Inside,145000
1048,21750,5,4,1960,2006,1771,1,3,1,336,2009,Reg,Inside,115000
1049,11100,4,7,1946,2006,930,1,2,1,308,2010,Reg,Inside,84900
1050,8993,7,5,2007,2007,1302,2,3,1,436,2007,IR1,Inside,176485
1051,11175,7,5,2007,2007,1316,2,3,1,440,2007,IR1,Corner,200141
1052,9500,6,6,1964,1978,1977,1,4,1,540,2007,Reg,Corner,165000
1053,8562,5,6,1957,2002,1526,1,4,1,364,2010,Reg,Inside,144500
1054,11367,8,5,2002,2002,1989,2,3,1,586,2006,Reg,Corner,255000
1055,11361,6,5,1976,1976,1523,2,3,1,478,2008,Reg,Inside,180000
1056,7052,7,5,2005,2005,1364,2,2,1,484,2006,IR1,Inside,185850
1057,29959,7,6,1994,1994,1850,2,3,1,467,2009,IR2,FR2,248000
1058,11308,9,5,2008,2008,2184,2,3,1,836,2009,IR1,Inside,335000
1059,11275,6,7,1932,1950,1991,1,3,1,432,2007,IR1,Corner,220000
1060,4920,8,5,2001,2001,1338,2,2,1,582,2010,Reg,Inside,213500
1061,18000,3,4,1935,1950,894,1,2,1,1248,2008,Reg,Inside,81000
1062,13600,5,5,1900,1950,2337,2,5,2,560,2007,Reg,Inside,90000
1063,6000,6,6,1925,1980,1103,1,2,1,440,2006,Reg,Inside,110500
1064,11000,5,6,1966,1966,1154,1,3,1,480,2009,IR1,CulDSac,154000
1065,14000,7,5,1996,1997,2260,2,3,1,533,2010,Reg,Inside,328000
1066,7837,6,7,1993,1994,1571,2,3,1,380,2009,IR1,Inside,178000
1067,9760,6,6,1964,1964,1611,1,4,1,442,2008,Reg,Inside,167900
1068,3964,6,4,1973,1973,2521,2,5,1,576,2006,Reg,Inside,151400
1069,9600,5,7,1949,2003,893,1,2,1,576,2007,Reg,Inside,135000
1070,10152,5,5,1956,1956,1048,1,3,1,286,2007,Reg,Inside,135000
1071,11700,6,6,1968,1968,1556,1,4,1,441,2009,Reg,Inside,154000
1072,7585,5,3,1948,1950,1456,1,4,1,280,2006,Reg,Inside,91500
1073,7950,6,6,1977,1977,1426,1,3,1,440,2009,IR1,Corner,159500
1074,8556,7,5,2006,2006,1240,2,2,1,826,2007,Reg,Inside,194000
1075,13125,7,6,1940,1984,1740,1,3,1,240,2007,Reg,Inside,219500
1076,10800,5,8,1936,1989,1466,2,3,1,566,2006,Reg,Inside,170000
1077,15870,5,5,1969,1969,1096,1,3,1,299,2006,IR1,Corner,138800
1078,4435,6,5,2004,2004,848,1,1,1,420,2006,Reg,Inside,155900
1079,8775,5,5,1994,1994,990,1,3,1,299,2007,Reg,Inside,126000
1080,11040,6,7,1971,2004,1258,2,3,1,528,2008,Reg,Inside,145000
1081,7500,5,5,1963,1963,1040,1,3,1,308,2010,Reg,Corner,133000
1082,8749,7,5,2002,2002,1459,2,3,1,527,2007,Reg,Inside,192000
1083,8800,6,6,1964,1964,1251,1,3,1,461,2006,Reg,Inside,160000
1084,13031,6,5,1995,1996,1498,2,3,1,409,2006,IR2,Corner,187500
1085,9069,6,6,1992,1992,996,1,2,1,564,2010,Reg,Inside,147000
1086,1974,4,5,1973,1973,1092,1,3,1,286,2010,Reg,Inside,83500
1087,10574,8,5,2005,2006,1953,2,3,1,1043,2009,Reg,Inside,252000
1088,2522,7,5,2004,2004,1709,2,3,1,380,2006,Reg,Inside,137500
1089,3316,8,5,2005,2005,1247,1,1,1,550,2006,IR1,Inside,197000
1090,8544,3,4,1950,1950,1040,2,2,2,400,2009,Reg,Corner,92900
1091,2160,7,5,1999,2000,1252,2,2,1,462,2008,Reg,Inside,160000
1092,8400,6,5,1925,1950,1694,2,4,1,576,2008,Reg,Inside,136500
1093,9230,5,8,1965,1998,1200,1,1,1,884,2006,Reg,Corner,146000
1094,5868,5,7,1956,2000,936,1,2,1,308,2010,Reg,Inside,129000
1095,9317,6,5,2006,2006,1314,2,3,1,440,2007,IR1,Inside,176432
1096,6882,6,7,1914,2006,1355,1,3,1,0,2007,Reg,Inside,127000
1097,3696,8,5,1986,1986,1088,1,2,1,461,2007,Reg,Inside,170000
1098,6000,4,6,1936,1950,1324,1,3,1,240,2009,Reg,Inside,128000
1099,11880,7,5,1978,1978,1601,2,3,1,478,2009,IR1,Inside,157000
1100,8400,2,5,1920,1950,438,1,1,1,246,2009,Reg,Inside,60000
1101,9758,5,5,1971,1971,950,1,3,1,280,2007,IR1,Inside,119500
1102,7000,5,7,1960,2002,1134,1,2,1,254,2007,Reg,Inside,135000
1103,8910,6,6,1959,1959,1194,1,3,1,539,2006,Reg,Corner,159500
1104,2016,5,5,1970,1970,1302,2,3,1,440,2007,Reg,Inside,106000
1105,12256,8,5,1994,1995,2622,2,3,1,712,2010,IR1,Corner,325000
1106,10357,7,5,1990,1991,1442,2,3,1,719,2007,IR1,Corner,179900
1107,23257,7,5,2006,2006,2021,2,3,1,422,2006,IR3,CulDSac,274725
1108,8063,6,5,2000,2000,1690,2,3,1,463,2007,Reg,Inside,181000
1109,11362,8,5,2004,2005,1836,2,3,1,862,2009,IR1,Inside,280000
1110,8000,6,5,1995,1996,1658,2,3,1,431,2008,Reg,Inside,188000
1111,10480,7,6,1976,1976,1964,2,4,1,483,2008,Reg,Inside,205000
1112,7100,5,7,1957,1957,816,1,2,1,308,2006,IR1,Corner,129900
1113,8923,5,7,1953,2006,1008,1,2,1,240,2007,Reg,Inside,134500
1114,5400,5,7,1954,2000,833,1,2,1,326,2006,Reg,Inside,117000
1115,12085,8,5,2007,2007,1734,2,3,1,928,2007,Reg,Inside,318000
1116,7750,8,5,2002,2002,1419,2,3,1,527,2009,Reg,Inside,184100
1117,9764,5,7,1967,2003,894,1,3,1,450,2008,IR1,FR2,130000
1118,13825,5,6,1958,1987,1601,1,3,1,300,2008,Reg,Inside,140000
1119,7560,5,5,1959,1959,1040,1,3,1,286,2006,Reg,Inside,133700
1120,8263,6,5,1920,1950,1012,1,2,1,308,2007,Reg,Inside,118400
1121,10084,7,5,2005,2006,1552,2,3,1,782,2006,Reg,Inside,212900
1122,8926,4,3,1956,1956,960,1,3,1,288,2009,IR1,Corner,112000
1123,9405,5,9,1947,2008,698,1,2,1,0,2009,Reg,Inside,118000
1124,9125,7,5,1992,1992,1482,2,3,1,392,2007,IR1,Inside,163900
1125,10434,4,5,1955,1955,1005,1,2,1,672,2009,Reg,Inside,115000
1126,3684,7,5,2007,2007,1555,2,2,1,660,2009,Reg,Inside,174000
1127,14572,7,5,2004,2004,1530,2,3,1,630,2007,IR3,Corner,259000
1128,11796,7,5,2004,2005,1959,2,4,1,434,2007,IR1,Inside,215000
1129,7200,5,5,1980,1980,936,1,2,1,672,2007,Reg,Inside,140000
1130,7804,4,3,1928,1950,1981,2,4,1,576,2009,Reg,Inside,135000
1131,10712,5,5,1991,1992,974,1,3,1,0,2007,Reg,Inside,93500
1132,9900,6,4,1880,1950,2210,2,5,1,205,2007,Reg,Inside,117500
1133,9828,8,5,1995,1995,2020,2,3,1,466,2009,IR1,Inside,239500
1134,8773,6,5,1997,1997,1600,2,3,1,460,2007,IR1,Inside,169000
1135,6180,6,5,1926,1950,986,1,2,1,180,2007,Reg,Corner,102000
1136,9600,6,5,1950,1950,1252,1,3,1,288,2008,Reg,Inside,119000
1137,6342,5,8,1875,1996,1020,1,2,1,0,2010,Reg,Inside,94000
1138,9819,6,5,1977,1977,1567,2,2,1,714,2009,IR1,Inside,196000
1139,8731,5,5,1920,1950,1167,1,3,1,495,2007,IR1,Inside,144000
1140,7350,5,7,1951,1951,952,1,2,1,840,2008,Reg,Corner,139000
1141,10304,5,7,1976,1976,1868,2,4,1,484,2009,IR1,CulDSac,197500
1142,9965,8,5,2006,2007,2828,3,4,1,1052,2007,Reg,Inside,424870
1143,9000,5,3,1959,1959,1006,1,3,1,0,2008,Reg,Inside,80000
1144,12180,4,4,1941,1950,924,1,2,1,280,2010,Reg,Inside,80000
1145,6240,5,6,1928,1950,1576,1,3,1,225,2006,Reg,Inside,149000
1146,11200,6,5,1985,1985,1298,2,3,1,403,2006,Reg,Inside,180000
1147,12000,7,7,1941,1950,1564,1,3,1,234,2009,Reg,Inside,174500
1148,5700,7,7,1926,1950,1111,1,2,1,288,2008,Reg,Inside,116900
1149,9000,7,9,1920,1988,1482,1,3,1,324,2009,Reg,Inside,143000
1150,8280,6,5,1950,1950,932,1,2,1,306,2007,IR1,Inside,124000
1151,17755,5,4,1959,1959,1466,1,3,1,528,2006,Reg,Inside,149900
1152,14115,6,7,1956,2004,1811,1,2,1,470,2006,IR1,Inside,230000
1153,5890,6,8,1930,2007,816,1,2,1,432,2008,Reg,Corner,120500
1154,13700,7,6,1965,1988,1820,1,4,1,492,2008,IR1,Inside,201800
1155,10768,5,8,1976,2004,1437,2,3,1,528,2007,IR1,Corner,218000
1156,9350,5,8,1965,1999,1265,2,3,1,502,2008,Reg,Inside,179900
1157,5001,7,5,2007,2008,1314,2,2,1,626,2009,IR1,Inside,230000
1158,11932,8,5,2007,2008,1580,2,3,1,830,2008,Reg,FR2,235128
1159,9120,6,6,1974,1974,1876,2,4,1,540,2008,Reg,Inside,185000
1160,2280,6,5,1978,1978,1456,2,3,1,440,2010,Reg,Inside,146000
1161,14778,6,7,1954,2006,1640,1,3,1,924,2008,IR1,CulDSac,224000
1162,8724,5,5,1968,1968,894,1,3,1,450,2007,Reg,Inside,129000
1163,12900,4,4,1969,1969,1258,0,0,2,400,2008,Reg,Inside,108959
1164,16157,5,7,1978,1978,1432,1,2,1,588,2007,IR1,FR2,194000
1165,9541,7,5,2009,2009,1502,2,3,1,644,2009,IR1,Inside,233170
1166,10475,8,5,2008,2008,1694,2,3,1,776,2010,IR1,Corner,245350
1167,10852,6,5,2000,2000,1671,2,3,1,472,2006,IR1,Inside,173000
1168,13728,6,7,1935,1986,2108,2,4,1,540,2008,Reg,Corner,235000
1169,35760,10,5,1995,1996,3627,3,4,1,807,2006,IR1,CulDSac,625000
1170,9880,6,6,1977,1977,1118,1,3,1,358,2008,Reg,Inside,171000
1171,9120,6,6,1958,1958,1261,1,3,1,433,2008,Reg,Inside,163000
1172,4017,7,5,2006,2007,1250,2,2,1,625,2008,IR1,Inside,171900
1173,18030,5,6,1946,1994,3086,3,3,1,0,2007,IR1,Inside,200500
1174,16560,6,8,1932,1950,2345,2,4,1,360,2006,IR1,Inside,239000
1175,10678,8,5,1992,2000,2872,2,4,1,541,2007,Reg,Inside,285000
1176,6951,5,5,1984,1985,923,1,3,1,264,2008,IR1,CulDSac,119500
1177,3950,6,8,1926,2004,1224,1,3,1,210,2009,Reg,Inside,115000
1178,7681,5,6,1921,1950,1343,1,3,1,186,2009,IR1,FR2,154900
1179,8335,5,5,1954,1954,1124,1,3,1,0,2006,Reg,Corner,93000
1180,11170,7,5,1990,1991,2514,2,4,1,693,2006,IR2,Corner,250000
1181,5587,8,5,2008,2008,1652,2,2,1,482,2008,IR1,Inside,392500
1182,15623,10,5,1996,1996,4476,3,4,1,813,2007,IR1,Corner,745000
1183,10800,5,6,1920,1950,1130,1,2,1,720,2006,Reg,Inside,120000
1184,35133,5,4,1963,1963,1572,1,3,1,995,2007,Reg,Inside,186700
1185,9738,5,7,1924,1950,1221,1,4,1,392,2006,Reg,Inside,104900
1186,10615,3,5,1900,1970,1699,2,3,2,420,2009,IR1,Corner,95000
1187,12461,8,5,1994,1995,1624,2,2,1,757,2006,Reg,Corner,262000
1188,8935,7,5,2002,2002,1660,2,3,1,493,2009,IR1,Inside,195000
1189,7500,7,5,1999,1999,1804,2,3,1,442,2010,Reg,Inside,189000
1190,32463,4,4,1961,1975,1622,1,3,1,1356,2007,Reg,Inside,168000
1191,2645,8,5,1999,2000,1441,2,2,1,492,2007,Reg,Inside,174000
1192,9600,5,8,1925,1994,1472,1,3,1,250,2007,Reg,Inside,125000
1193,4500,6,5,1999,1999,1224,2,2,1,402,2009,Reg,FR2,165000
1194,9364,6,7,1969,1969,1352,1,4,1,299,2010,Reg,Corner,158000
1195,8029,6,5,2005,2005,1456,2,3,1,400,2008,IR1,Inside,176000
1196,14054,7,5,2006,2006,1863,2,4,1,660,2006,IR1,Inside,219210
1197,8850,7,6,1916,1950,1690,1,3,1,225,2006,IR1,Corner,144000
1198,9100,7,5,2001,2001,1212,2,3,1,573,2009,Reg,Inside,178000
1199,11235,4,5,1963,1979,1382,1,3,1,459,2006,Reg,Inside,148000
1200,9353,4,5,1970,1970,864,1,3,1,280,2006,Reg,Inside,116050
1201,10400,7,5,1998,1998,1779,2,3,1,546,2009,Reg,Corner,197900
1202,6000,5,8,1925,1997,1348,1,3,1,216,2009,Reg,Corner,117000
1203,9750,7,5,2000,2001,1630,2,3,1,451,2009,Reg,Inside,213000
1204,10140,5,6,1975,1975,1074,1,3,1,495,2006,Reg,Inside,153500
1205,14684,7,7,1990,1991,2196,2,3,1,701,2009,IR1,CulDSac,271900
1206,8900,4,4,1966,1966,1056,1,2,1,384,2006,Reg,Inside,107000
1207,9135,6,5,2003,2003,1700,2,3,1,544,2006,Reg,Inside,200000
1208,7763,5,7,1962,1980,1283,1,3,1,506,2008,Reg,Inside,140000
1209,10182,8,5,2006,2006,1660,2,3,1,500,2006,IR1,CulDSac,290000
1210,11218,6,5,1992,1992,1845,2,3,1,462,2010,Reg,Inside,189000
1211,12134,8,7,1988,2005,1752,2,4,1,492,2010,IR1,Inside,164000
1212,9340,4,6,1941,1950,672,1,2,1,234,2009,Reg,Inside,113000
1213,10246,4,9,1965,2001,960,0,0,1,364,2006,IR1,CulDSac,145000
1214,10205,5,5,1962,1962,999,1,3,1,300,2006,IR1,Inside,134500
1215,7094,5,5,1966,1966,894,1,3,1,384,2007,IR1,Inside,125000
1216,8930,6,5,1978,1978,1902,2,4,2,539,2010,Reg,Inside,112000
1217,8640,8,5,2009,2009,1314,2,3,1,552,2009,Reg,Inside,229456
1218,6240,4,5,1947,1950,912,1,2,1,0,2006,Reg,Inside,80500
1219,1680,6,5,1971,1971,1218,1,3,1,0,2006,Reg,Inside,91500
1220,7800,5,5,1964,1964,912,1,2,1,288,2006,IR1,Inside,115000
1221,8250,5,5,1968,1968,1211,1,3,1,322,2008,Reg,Inside,134000
1222,10496,6,6,1949,1950,1846,2,3,1,315,2007,Reg,Inside,143000
1223,10680,5,3,1951,1951,2136,2,4,1,528,2006,Reg,Inside,137900
1224,15384,7,5,2004,2005,1490,2,3,1,388,2008,IR1,Inside,184000
1225,10482,6,8,1958,1958,1138,1,3,1,264,2007,Reg,Inside,145000
1226,14598,6,5,2007,2007,1933,2,4,1,668,2008,IR1,CulDSac,214000
1227,8872,5,8,1965,2008,912,1,2,1,576,2008,Reg,Corner,147000
1228,8769,9,5,2008,2008,1702,1,1,1,1052,2008,Reg,Corner,367294
1229,7910,5,5,1960,1960,1507,2,4,1,404,2008,Reg,Inside,127000
1230,18890,5,5,1977,1977,2620,2,4,2,600,2007,IR1,Inside,190000
1231,7728,5,6,1962,1962,1190,1,3,1,540,2006,Reg,Inside,132500
1232,9842,4,5,1962,1962,1224,2,2,2,462,2007,Reg,FR2,101800
1233,12160,5,5,1959,1959,1188,1,3,1,531,2010,IR1,Inside,142000
1234,8525,5,6,1911,1950,1964,1,4,1,0,2008,Reg,Inside,130000
1235,13132,5,5,1914,1950,1784,1,4,1,180,2006,Reg,Inside,138887
1236,2628,7,5,2003,2003,1626,2,2,1,474,2010,Reg,Inside,175500
1237,12393,7,5,2004,2005,1948,2,4,1,434,2006,IR2,FR2,195000
1238,13072,6,5,2005,2005,1141,1,3,1,484,2006,Reg,Inside,142500
1239,9037,8,5,2006,2006,1484,2,2,1,472,2007,IR1,Inside,265900
1240,8158,7,5,2003,2003,1768,2,3,1,543,2008,Reg,Inside,224900
1241,9849,7,6,2007,2007,1689,2,3,1,954,2007,Reg,Inside,248328
1242,10625,7,6,1974,1974,1173,2,3,1,528,2010,Reg,Inside,170000
1243,13891,10,5,2006,2006,2076,2,2,1,850,2006,Reg,Inside,465000
1244,11435,8,7,1929,1950,1517,1,3,1,400,2006,IR1,Corner,230000
1245,12090,6,7,1984,2003,1868,3,3,1,477,2007,Reg,Inside,178000
1246,8125,7,5,2005,2006,1553,2,3,1,615,2006,Reg,Inside,186500
1247,12328,6,5,1976,1976,1034,1,3,1,888,2010,IR1,Inside,169900
1248,9600,6,5,1917,1950,2058,1,3,1,396,2008,Reg,Inside,129500
1249,7200,5,7,1950,1950,988,1,3,1,276,2007,Reg,Inside,119000
1250,11160,7,5,1968,1968,2110,2,3,1,522,2010,Reg,Corner,244000
1251,3136,7,5,2003,2003,1405,2,2,1,478,2006,IR1,Corner,171750
1252,9858,5,6,1968,1968,874,1,3,1,288,2009,Reg,Inside,130000
1253,17542,7,7,1974,2003,2167,2,3,1,518,2007,IR1,Inside,294000
1254,6931,7,5,2003,2004,1656,2,3,1,397,2008,Reg,Inside,165400
1255,6240,6,6,1931,1950,1367,1,3,1,560,2007,Reg,Inside,127500
1256,14303,8,5,1994,1994,1987,2,2,1,691,2008,IR1,Corner,301500
1257,4060,5,8,1922,1950,864,1,2,1,0,2009,Reg,Corner,99900
1258,9587,7,5,2005,2005,1166,2,2,1,400,2008,IR1,Inside,190000
1259,9750,6,8,1969,1969,1054,1,3,1,460,2008,Reg,FR2,151000
1260,24682,6,5,1999,1999,1675,2,3,1,502,2009,IR3,CulDSac,181000
1261,9600,5,6,1956,1956,1050,1,2,1,338,2009,Reg,Inside,128900
1262,11250,4,5,1957,1989,1788,1,5,1,304,2009,Reg,Inside,161500
1263,13515,6,6,1919,1950,1824,1,3,1,520,2007,Reg,Inside,180500
1264,4060,6,5,1998,1999,1337,2,2,1,511,2008,Reg,Inside,181000
1265,3735,7,5,1999,1999,1452,2,3,1,506,2006,Reg,FR3,183900
1266,10120,7,4,1910,1950,1889,1,4,2,308,2007,IR1,Inside,122000
1267,13214,9,5,2008,2009,2018,2,3,1,746,2010,IR1,Inside,378500
1268,14100,8,9,1935,1997,3447,3,4,1,1014,2008,IR1,Inside,381000
1269,11344,5,5,1958,1958,1524,1,3,1,315,2007,Reg,Inside,144000
1270,23595,7,6,1979,1979,1524,0,0,1,586,2010,Reg,Inside,260000
1271,9156,6,7,1968,1968,1489,2,3,1,462,2009,IR1,Inside,185750
1272,13526,5,6,1965,1965,935,1,3,1,288,2006,IR1,CulDSac,137000
1273,11512,6,7,1959,2006,1357,1,2,1,312,2008,IR1,Corner,177000
1274,5362,5,6,1910,2003,1250,2,3,1,552,2007,Reg,Corner,139000
1275,11345,5,5,1948,1950,1920,2,4,2,400,2007,Reg,Corner,137000
1276,12936,6,6,1972,1972,1395,1,3,1,497,2009,IR1,CulDSac,162000
1277,17871,6,5,1967,1976,1724,1,3,1,480,2009,IR1,CulDSac,197900
1278,9473,8,5,2002,2002,2031,2,3,1,577,2008,Reg,Inside,237000
1279,7500,4,4,1920,1950,1128,1,2,1,528,2010,Reg,Inside,68400
1280,9808,7,5,2002,2002,1573,2,3,1,544,2009,IR1,Inside,227000
1281,8049,7,5,1990,1990,1339,2,2,1,484,2006,IR1,CulDSac,180000
1282,8800,5,7,1977,2008,1040,2,3,1,484,2009,IR1,Inside,150500
1283,9400,6,5,1971,1971,1824,2,4,2,0,2010,Reg,Corner,139000
1284,9638,6,7,1919,1990,2447,2,4,1,336,2010,Reg,Inside,169000
1285,6000,6,6,1939,1950,1412,1,4,1,280,2009,Reg,Inside,132500
1286,9790,6,5,1963,1963,1328,1,3,1,528,2010,Reg,Inside,143000
1287,36500,5,5,1964,1964,1582,2,4,1,390,2006,IR1,Inside,190000
1288,5664,8,5,2000,2000,1659,2,2,1,499,2009,IR1,Inside,278000
1289,11065,8,5,2006,2006,1970,2,3,1,753,2006,IR1,Inside,281000
1290,14112,5,7,1964,1964,1152,1,3,1,484,2010,IR1,Corner,180500
1291,1680,5,7,1972,1972,1302,2,3,1,264,2009,Reg,Inside,119500
1292,6600,5,4,1892,1965,2372,2,4,2,432,2009,Reg,Corner,107500
1293,10140,7,5,1976,1976,1664,2,4,1,528,2006,Reg,Inside,162900
1294,8172,5,7,1955,1990,864,1,2,1,572,2006,Reg,Inside,115000
1295,8400,5,5,1968,1968,1052,1,3,1,288,2006,Reg,Inside,138500
1296,8700,5,6,1963,1963,1128,2,3,1,525,2008,Reg,Inside,155000
1297,3675,6,5,2005,2006,1072,2,2,1,525,2006,Reg,Inside,140000
1298,63887,10,5,2008,2008,5642,2,3,1,1418,2008,IR3,Corner,160000
1299,7500,5,7,1959,1994,1246,1,3,1,305,2010,Reg,Inside,154000
1300,10762,7,5,1999,1999,1983,2,3,1,490,2009,IR1,CulDSac,225000
1301,7500,6,7,1942,1950,1494,1,3,1,213,2009,IR1,Inside,177500
1302,10120,8,5,1994,1994,2526,2,4,1,844,2006,Reg,Inside,290000
1303,8688,7,5,2005,2005,1616,2,3,1,834,2006,Reg,Inside,232000
1304,3363,7,5,2004,2004,1708,2,3,1,380,2006,Reg,Inside,130000
1305,13173,9,5,2006,2007,1652,2,2,1,840,2009,IR1,Corner,325000
1306,6955,7,5,2005,2006,1368,2,2,1,474,2006,IR1,Inside,202500
1307,8072,5,5,1994,1995,990,1,3,1,480,2009,Reg,Inside,138000
1308,12000,5,7,1948,2005,1122,1,2,1,528,2008,Reg,Inside,147000
1309,7153,6,5,1991,1991,1294,2,3,1,496,2008,Reg,Inside,179200
1310,17500,7,8,1959,2002,1902,2,3,1,567,2010,Reg,Inside,335000
1311,8814,7,5,2005,2007,1274,2,3,1,508,2007,Reg,Inside,203000
1312,9572,8,5,1990,1990,2810,2,4,1,750,2007,IR1,Inside,302000
1313,14774,9,5,1999,1999,2599,2,4,1,779,2010,IR1,Corner,333168
1314,8190,4,6,1954,1954,948,1,3,1,280,2007,Reg,Inside,119000
1315,11075,6,5,1969,1969,2112,2,4,1,576,2008,Reg,Inside,206900
1316,10226,8,5,2008,2008,1630,2,3,1,860,2009,IR1,Inside,295493
1317,4230,7,5,2006,2007,1352,2,2,1,466,2007,Reg,Corner,208900
1318,14781,8,5,2001,2002,1787,2,3,1,748,2006,IR2,CulDSac,275000
1319,10215,4,5,1954,1954,948,1,3,1,248,2007,Reg,Inside,111000
1320,8400,6,3,1957,1957,1478,1,3,1,442,2009,Reg,Inside,156500
1321,6627,3,6,1949,1950,720,1,2,1,287,2008,IR1,Corner,72500
1322,10186,7,5,1992,1992,1923,2,3,1,564,2010,IR1,Inside,190000
1323,5330,4,7,1940,1950,708,1,2,1,0,2009,Reg,Inside,82500
1324,9986,8,5,2006,2007,1795,2,2,1,895,2007,Reg,Inside,147000
1325,3636,4,4,1922,1950,796,1,2,1,0,2008,Reg,Inside,55000
1326,4270,3,6,1931,2006,774,1,3,1,0,2007,Reg,Inside,79000
1327,6600,5,9,1982,2008,816,1,3,1,264,2008,Reg,Inside,130500
1328,10440,6,7,1920,1950,2792,2,5,1,520,2008,Reg,Corner,256000
1329,9084,7,5,1998,1998,1632,2,3,1,462,2006,IR1,Inside,176500
1330,10000,8,5,2006,2006,1588,2,3,1,825,2007,Reg,Inside,227000
1331,10780,5,5,1976,1976,954,1,3,1,576,2006,IR1,Inside,132500
1332,8877,4,6,1938,1958,816,1,2,1,288,2009,Reg,Inside,100000
1333,7200,5,6,1938,1995,1360,1,2,1,297,2006,Reg,Corner,125500
1334,2368,5,6,1970,1970,1365,1,3,1,440,2009,Reg,Inside,125000
1335,9650,6,5,1977,1977,1334,2,2,1,630,2009,Reg,Inside,167900
1336,9246,5,5,1973,1973,1656,2,4,2,506,2008,IR1,Inside,135000
1337,4118,4,4,1941,1950,693,1,2,1,0,2006,IR1,Corner,52500
1338,13450,7,5,2002,2002,1861,2,3,1,492,2006,IR1,Corner,200000
1339,9560,5,7,1972,1972,864,1,3,1,288,2006,IR1,Corner,128500
1340,8294,4,5,1971,1971,872,1,3,1,480,2007,Reg,Inside,123000
1341,13695,6,5,2003,2004,1114,1,3,1,576,2008,Reg,Inside,155000
1342,9375,8,5,2002,2002,2169,2,3,1,647,2007,Reg,Inside,228500
1343,7558,6,6,1928,1950,1913,1,3,1,342,2009,Reg,Inside,177000
1344,11103,7,5,2006,2006,1456,2,3,1,440,2007,IR1,Corner,155835
1345,6000,4,4,1920,1950,960,1,2,1,308,2007,Reg,Inside,108500
1346,20781,7,7,1968,2003,2156,2,3,1,508,2006,IR2,CulDSac,262500
1347,15306,8,5,2006,2007,1776,2,3,1,712,2007,IR1,Corner,283463
1348,16196,7,5,1998,1998,1494,2,3,1,514,2007,IR3,Inside,215000
1349,5250,8,5,1872,1987,2358,2,4,1,0,2008,Reg,Inside,122000
1350,11643,5,5,1969,1969,2634,2,6,2,968,2009,Reg,Inside,200000
1351,9247,6,6,1962,1962,1716,1,4,1,490,2008,IR1,Inside,171000
1352,6000,6,9,1937,2000,1176,1,2,1,624,2009,Reg,Inside,134900
1353,14720,8,5,1995,1996,3238,2,4,1,666,2010,IR1,CulDSac,410000
1354,10316,7,5,2000,2000,1865,2,3,1,839,2008,IR1,Inside,235000
1355,10192,7,6,1968,1992,1920,3,4,1,487,2006,IR1,Inside,170000
1356,9477,5,5,1966,1966,892,1,3,1,264,2008,Reg,Corner,110000
1357,12537,5,6,1971,2008,1078,1,3,1,500,2010,IR1,CulDSac,149900
1358,2117,6,5,2000,2000,1573,2,3,1,440,2010,Reg,Inside,177500
1359,16737,9,5,2004,2005,1980,2,3,1,770,2006,Reg,FR3,315000
1360,9842,5,6,1921,1998,2601,3,4,1,621,2008,Reg,Inside,189000
1361,16158,7,5,2005,2005,1530,2,3,1,430,2009,IR1,Inside,260000
1362,12513,4,4,1920,2007,1738,2,4,1,368,2009,IR1,FR2,104900
1363,8499,6,5,2006,2007,1412,2,3,1,432,2007,IR1,Inside,156932
1364,3180,7,5,2005,2005,1200,2,2,1,480,2006,Reg,Inside,144152
1365,7500,7,5,2000,2000,1674,2,3,1,663,2010,Reg,Inside,216000
1366,9179,7,5,1999,1999,1790,2,3,1,588,2008,IR1,Inside,193000
1367,2665,5,6,1977,1977,1475,2,4,1,336,2006,Reg,Inside,127000
1368,4435,6,5,2003,2004,848,1,1,1,420,2009,Reg,Inside,144000
1369,10635,8,5,2003,2003,1668,2,3,1,502,2010,IR2,FR2,232000
1370,5400,4,6,1920,1950,1374,1,2,1,338,2009,Reg,Corner,105000
1371,9600,6,6,1955,1996,1661,1,3,1,377,2008,Reg,Inside,165500
1372,9750,7,6,1998,1998,2097,2,3,1,583,2006,Reg,Corner,274300
1373,11400,10,5,2001,2002,2633,2,2,1,804,2007,Reg,Inside,466500
1374,10625,7,5,2005,2005,1958,2,3,1,936,2008,Reg,Inside,250000
1375,10991,8,5,2007,2007,1571,2,3,1,722,2007,IR1,Inside,239000
1376,6292,6,5,1930,1950,790,1,2,1,160,2008,Reg,Inside,91000
1377,10998,5,5,1941,1960,1604,2,3,1,660,2009,Reg,Inside,117000
